section,vehicle_type,vehicle_subtype,carrier,country_code,unit,year,0
Freight transport,Light duty vehicles,Diesel oil engine,diesel,HR,twh,2005,1.2991861722373026
Freight transport,Light duty vehicles,Diesel oil engine,diesel,HR,twh,2006,1.3604014620361196
Freight transport,Light duty vehicles,Diesel oil engine,diesel,HR,twh,2007,1.3621401844971734
Freight transport,Light duty vehicles,Diesel oil engine,diesel,HR,twh,2008,1.5761164212592125
Freight transport,Light duty vehicles,Diesel oil engine,diesel,HR,twh,2009,1.377074902580724
Freight transport,Light duty vehicles,Diesel oil engine,diesel,HR,twh,2010,1.2955967206489332
Freight transport,Light duty vehicles,Diesel oil engine,diesel,HR,twh,2011,1.281435254815815
Freight transport,Light duty vehicles,Diesel oil engine,diesel,HR,twh,2012,1.181280995474249
Freight transport,Light duty vehicles,Diesel oil engine,diesel,HR,twh,2013,1.175300948291262
Freight transport,Light duty vehicles,Diesel oil engine,diesel,HR,twh,2014,1.1304210258404102
Freight transport,Light duty vehicles,Diesel oil engine,diesel,HR,twh,2015,1.285061681645951
Freight transport,Light duty vehicles,Diesel oil engine,biofuels,HR,twh,2000,0.0
Freight transport,Light duty vehicles,Diesel oil engine,biofuels,HR,twh,2001,0.0
Freight transport,Light duty vehicles,Diesel oil engine,biofuels,HR,twh,2002,0.0
Freight transport,Light duty vehicles,Diesel oil engine,biofuels,HR,twh,2003,0.0
Freight transport,Light duty vehicles,Diesel oil engine,biofuels,HR,twh,2004,0.0
Freight transport,Light duty vehicles,Diesel oil engine,biofuels,HR,twh,2005,0.0
Freight transport,Light duty vehicles,Diesel oil engine,biofuels,HR,twh,2006,0.0
Freight transport,Light duty vehicles,Diesel oil engine,biofuels,HR,twh,2007,0.0030684829044391126
Freight transport,Light duty vehicles,Diesel oil engine,biofuels,HR,twh,2008,0.004989334627938805
Freight transport,Light duty vehicles,Diesel oil engine,biofuels,HR,twh,2009,0.006432325071093367
Freight transport,Light duty vehicles,Diesel oil engine,biofuels,HR,twh,2010,0.0030357873948571442
Freight transport,Light duty vehicles,Diesel oil engine,biofuels,HR,twh,2011,0.003076363499881328
Freight transport,Light duty vehicles,Diesel oil engine,biofuels,HR,twh,2012,0.03873153543292344
Freight transport,Light duty vehicles,Diesel oil engine,biofuels,HR,twh,2013,0.03291785567829582
Freight transport,Light duty vehicles,Diesel oil engine,biofuels,HR,twh,2014,0.029515860634819174
Freight transport,Light duty vehicles,Diesel oil engine,biofuels,HR,twh,2015,0.025122124823779367
Freight transport,Light duty vehicles,LPG engine,lpg,HR,twh,2000,0.0
Freight transport,Light duty vehicles,LPG engine,lpg,HR,twh,2001,0.0
Freight transport,Light duty vehicles,LPG engine,lpg,HR,twh,2002,0.0
Freight transport,Light duty vehicles,LPG engine,lpg,HR,twh,2003,0.0
Freight transport,Light duty vehicles,LPG engine,lpg,HR,twh,2004,0.0
Freight transport,Light duty vehicles,LPG engine,lpg,HR,twh,2005,0.0
Freight transport,Light duty vehicles,LPG engine,lpg,HR,twh,2006,0.0
Freight transport,Light duty vehicles,LPG engine,lpg,HR,twh,2007,0.0011319008503157672
Freight transport,Light duty vehicles,LPG engine,lpg,HR,twh,2008,0.0029088982835009797
Freight transport,Light duty vehicles,LPG engine,lpg,HR,twh,2009,0.0035838505913228474
Freight transport,Light duty vehicles,LPG engine,lpg,HR,twh,2010,0.003656534344508165
Freight transport,Light duty vehicles,LPG engine,lpg,HR,twh,2011,0.0035160081111926494
Freight transport,Light duty vehicles,LPG engine,lpg,HR,twh,2012,0.003546638285711997
Freight transport,Light duty vehicles,LPG engine,lpg,HR,twh,2013,0.003943393794856495
Freight transport,Light duty vehicles,LPG engine,lpg,HR,twh,2014,0.004255644238875789
Freight transport,Light duty vehicles,LPG engine,lpg,HR,twh,2015,0.0046834876102395395
Freight transport,Light duty vehicles,Natural gas engine,natural_gas,HR,twh,2000,0.0
Freight transport,Light duty vehicles,Natural gas engine,natural_gas,HR,twh,2001,0.0
Freight transport,Light duty vehicles,Natural gas engine,natural_gas,HR,twh,2002,0.0
Freight transport,Light duty vehicles,Natural gas engine,natural_gas,HR,twh,2003,0.0
Freight transport,Light duty vehicles,Natural gas engine,natural_gas,HR,twh,2004,0.0
Freight transport,Light duty vehicles,Natural gas engine,natural_gas,HR,twh,2005,0.0
Freight transport,Light duty vehicles,Natural gas engine,natural_gas,HR,twh,2006,0.0
Freight transport,Light duty vehicles,Natural gas engine,natural_gas,HR,twh,2007,0.0
Freight transport,Light duty vehicles,Natural gas engine,natural_gas,HR,twh,2008,0.0
Freight transport,Light duty vehicles,Natural gas engine,natural_gas,HR,twh,2009,0.00035319559178637435
Freight transport,Light duty vehicles,Natural gas engine,natural_gas,HR,twh,2010,0.00041800660683229075
Freight transport,Light duty vehicles,Natural gas engine,natural_gas,HR,twh,2011,0.0004358699236103415
Freight transport,Light duty vehicles,Natural gas engine,natural_gas,HR,twh,2012,0.0006226143470836443
Freight transport,Light duty vehicles,Natural gas engine,natural_gas,HR,twh,2013,0.0006380833188700151
Freight transport,Light duty vehicles,Natural gas engine,natural_gas,HR,twh,2014,0.0006381291346448868
Freight transport,Light duty vehicles,Natural gas engine,natural_gas,HR,twh,2015,0.0006784487281545485
Freight transport,Light duty vehicles,Natural gas engine,biogas,HR,twh,2000,0.0
Freight transport,Light duty vehicles,Natural gas engine,biogas,HR,twh,2001,0.0
Freight transport,Light duty vehicles,Natural gas engine,biogas,HR,twh,2002,0.0
Freight transport,Light duty vehicles,Natural gas engine,biogas,HR,twh,2003,0.0
Freight transport,Light duty vehicles,Natural gas engine,biogas,HR,twh,2004,0.0
Freight transport,Light duty vehicles,Natural gas engine,biogas,HR,twh,2005,0.0
Freight transport,Light duty vehicles,Natural gas engine,biogas,HR,twh,2006,0.0
Freight transport,Light duty vehicles,Natural gas engine,biogas,HR,twh,2007,0.0
Freight transport,Light duty vehicles,Natural gas engine,biogas,HR,twh,2008,0.0
Freight transport,Light duty vehicles,Natural gas engine,biogas,HR,twh,2009,0.0
Freight transport,Light duty vehicles,Natural gas engine,biogas,HR,twh,2010,0.0
Freight transport,Light duty vehicles,Natural gas engine,biogas,HR,twh,2011,0.0
Freight transport,Light duty vehicles,Natural gas engine,biogas,HR,twh,2012,0.0
Freight transport,Light duty vehicles,Natural gas engine,biogas,HR,twh,2013,0.0
Freight transport,Light duty vehicles,Natural gas engine,biogas,HR,twh,2014,0.0
Freight transport,Light duty vehicles,Natural gas engine,biogas,HR,twh,2015,0.0
Freight transport,Light duty vehicles,Battery electric vehicles,electricity,HR,twh,2000,0.0
Freight transport,Light duty vehicles,Battery electric vehicles,electricity,HR,twh,2001,0.0
Freight transport,Light duty vehicles,Battery electric vehicles,electricity,HR,twh,2002,0.0
Freight transport,Light duty vehicles,Battery electric vehicles,electricity,HR,twh,2003,9.404398265507797e-06
Freight transport,Light duty vehicles,Battery electric vehicles,electricity,HR,twh,2004,9.438881389322418e-06
Freight transport,Light duty vehicles,Battery electric vehicles,electricity,HR,twh,2005,1.4164391298501717e-05
Freight transport,Light duty vehicles,Battery electric vehicles,electricity,HR,twh,2006,1.4216237083144834e-05
Freight transport,Light duty vehicles,Battery electric vehicles,electricity,HR,twh,2007,1.4259715530825715e-05
Freight transport,Light duty vehicles,Battery electric vehicles,electricity,HR,twh,2008,2.3705484795159896e-05
Freight transport,Light duty vehicles,Battery electric vehicles,electricity,HR,twh,2009,2.850985937262688e-05
Freight transport,Light duty vehicles,Battery electric vehicles,electricity,HR,twh,2010,2.8612881270032237e-05
Freight transport,Light duty vehicles,Battery electric vehicles,electricity,HR,twh,2011,2.388046260974222e-05
Freight transport,Light duty vehicles,Battery electric vehicles,electricity,HR,twh,2012,3.3551263366346795e-05
Freight transport,Light duty vehicles,Battery electric vehicles,electricity,HR,twh,2013,3.363809190385904e-05
Freight transport,Light duty vehicles,Battery electric vehicles,electricity,HR,twh,2014,3.8616782926206726e-05
Freight transport,Light duty vehicles,Battery electric vehicles,electricity,HR,twh,2015,0.00017599724559506534
Freight transport,Heavy duty vehicles,Domestic,diesel,HR,twh,2000,0.8912353025479303
Freight transport,Heavy duty vehicles,Domestic,diesel,HR,twh,2001,1.417853553916158
Freight transport,Heavy duty vehicles,Domestic,diesel,HR,twh,2002,1.9449842317132628
Freight transport,Heavy duty vehicles,Domestic,diesel,HR,twh,2003,2.3242168283920206
Freight transport,Heavy duty vehicles,Domestic,diesel,HR,twh,2004,2.464256823409581
Freight transport,Heavy duty vehicles,Domestic,diesel,HR,twh,2005,2.479945953599791
Freight transport,Heavy duty vehicles,Domestic,diesel,HR,twh,2006,2.998623476487782
Freight transport,Heavy duty vehicles,Domestic,diesel,HR,twh,2007,2.92761787225239
Freight transport,Heavy duty vehicles,Domestic,diesel,HR,twh,2008,3.3332808891926553
Freight transport,Heavy duty vehicles,Domestic,diesel,HR,twh,2009,2.915173885842423
Freight transport,Heavy duty vehicles,Domestic,diesel,HR,twh,2010,2.8074453606327068
Freight transport,Heavy duty vehicles,Domestic,diesel,HR,twh,2011,2.7631060999715715
Freight transport,Heavy duty vehicles,Domestic,diesel,HR,twh,2012,2.5315213183743523
Freight transport,Heavy duty vehicles,Domestic,diesel,HR,twh,2013,2.65772299667551
Freight transport,Heavy duty vehicles,Domestic,diesel,HR,twh,2014,2.40181705274473
Freight transport,Heavy duty vehicles,Domestic,diesel,HR,twh,2015,2.4357531942937407
Freight transport,Heavy duty vehicles,Domestic,biofuels,HR,twh,2000,0.0
Freight transport,Heavy duty vehicles,Domestic,biofuels,HR,twh,2001,0.0
Freight transport,Heavy duty vehicles,Domestic,biofuels,HR,twh,2002,0.0
Freight transport,Heavy duty vehicles,Domestic,biofuels,HR,twh,2003,0.0
Freight transport,Heavy duty vehicles,Domestic,biofuels,HR,twh,2004,0.0
Freight transport,Heavy duty vehicles,Domestic,biofuels,HR,twh,2005,0.0
Freight transport,Heavy duty vehicles,Domestic,biofuels,HR,twh,2006,0.0
Freight transport,Heavy duty vehicles,Domestic,biofuels,HR,twh,2007,0.006595022666520202
Freight transport,Heavy duty vehicles,Domestic,biofuels,HR,twh,2008,0.010551792710724135
Freight transport,Heavy duty vehicles,Domestic,biofuels,HR,twh,2009,0.013618316214224414
Freight transport,Heavy duty vehicles,Domestic,biofuels,HR,twh,2010,0.006578287133429972
Freight transport,Heavy duty vehicles,Domestic,biofuels,HR,twh,2011,0.006633816069283588
Freight transport,Heavy duty vehicles,Domestic,biofuels,HR,twh,2012,0.08300320453918293
Freight transport,Heavy duty vehicles,Domestic,biofuels,HR,twh,2013,0.07443792627220167
Freight transport,Heavy duty vehicles,Domestic,biofuels,HR,twh,2014,0.0627126493391621
Freight transport,Heavy duty vehicles,Domestic,biofuels,HR,twh,2015,0.0476173997411477
Freight transport,Heavy duty vehicles,International,diesel,HR,twh,2000,1.2773530386095966
Freight transport,Heavy duty vehicles,International,diesel,HR,twh,2001,0.879945412394692
Freight transport,Heavy duty vehicles,International,diesel,HR,twh,2002,1.146720028776103
Freight transport,Heavy duty vehicles,International,diesel,HR,twh,2003,1.2685181840920767
Freight transport,Heavy duty vehicles,International,diesel,HR,twh,2004,1.501523141934352
Freight transport,Heavy duty vehicles,International,diesel,HR,twh,2005,1.593157201333935
Freight transport,Heavy duty vehicles,International,diesel,HR,twh,2006,1.4328246502121371
Freight transport,Heavy duty vehicles,International,diesel,HR,twh,2007,1.6844873582741189
Freight transport,Heavy duty vehicles,International,diesel,HR,twh,2008,0.9419364451311822
Freight transport,Heavy duty vehicles,International,diesel,HR,twh,2009,1.2534879683709388
Freight transport,Heavy duty vehicles,International,diesel,HR,twh,2010,1.3790692000885583
Freight transport,Heavy duty vehicles,International,diesel,HR,twh,2011,1.2937117415922352
Freight transport,Heavy duty vehicles,International,diesel,HR,twh,2012,1.354293533999882
Freight transport,Heavy duty vehicles,International,diesel,HR,twh,2013,1.788501608716766
Freight transport,Heavy duty vehicles,International,diesel,HR,twh,2014,1.509467084374817
Freight transport,Heavy duty vehicles,International,diesel,HR,twh,2015,1.6922602757148355
Freight transport,Heavy duty vehicles,International,biofuels,HR,twh,2000,0.0
Freight transport,Heavy duty vehicles,International,biofuels,HR,twh,2001,0.0
Freight transport,Heavy duty vehicles,International,biofuels,HR,twh,2002,0.0
Freight transport,Heavy duty vehicles,International,biofuels,HR,twh,2003,0.0
Freight transport,Heavy duty vehicles,International,biofuels,HR,twh,2004,0.0
Freight transport,Heavy duty vehicles,International,biofuels,HR,twh,2005,0.0
Freight transport,Heavy duty vehicles,International,biofuels,HR,twh,2006,0.0
Freight transport,Heavy duty vehicles,International,biofuels,HR,twh,2007,0.003794631947897476
Freight transport,Heavy duty vehicles,International,biofuels,HR,twh,2008,0.0029817823478140593
Freight transport,Heavy duty vehicles,International,biofuels,HR,twh,2009,0.0058557040480170875
Freight transport,Heavy duty vehicles,International,biofuels,HR,twh,2010,0.0032313765753957937
Freight transport,Heavy duty vehicles,International,biofuels,HR,twh,2011,0.003106013822807502
Freight transport,Heavy duty vehicles,International,biofuels,HR,twh,2012,0.04440440710207844
Freight transport,Heavy duty vehicles,International,biofuels,HR,twh,2013,0.05009263608506424
Freight transport,Heavy duty vehicles,International,biofuels,HR,twh,2014,0.03941294356421838
Freight transport,Heavy duty vehicles,International,biofuels,HR,twh,2015,0.033082594001541656
Passenger transport,Powered 2-wheelers,Gasoline engine,petrol,CZ,twh,2000,0.6287592998065744
Passenger transport,Powered 2-wheelers,Gasoline engine,petrol,CZ,twh,2001,0.5992323897191177
Passenger transport,Powered 2-wheelers,Gasoline engine,petrol,CZ,twh,2002,0.58537107838953
Passenger transport,Powered 2-wheelers,Gasoline engine,petrol,CZ,twh,2003,0.5841040460537817
Passenger transport,Powered 2-wheelers,Gasoline engine,petrol,CZ,twh,2004,0.5816755130756616
Passenger transport,Powered 2-wheelers,Gasoline engine,petrol,CZ,twh,2005,0.5994332361255172
Passenger transport,Powered 2-wheelers,Gasoline engine,petrol,CZ,twh,2006,0.6144305849563866
Passenger transport,Powered 2-wheelers,Gasoline engine,petrol,CZ,twh,2007,0.6349846234968052
Passenger transport,Powered 2-wheelers,Gasoline engine,petrol,CZ,twh,2008,0.641778096908181
Passenger transport,Powered 2-wheelers,Gasoline engine,petrol,CZ,twh,2009,0.639016534117685
Passenger transport,Powered 2-wheelers,Gasoline engine,petrol,CZ,twh,2010,0.6462663931818378
Passenger transport,Powered 2-wheelers,Gasoline engine,petrol,CZ,twh,2011,0.6524975796622445
Passenger transport,Powered 2-wheelers,Gasoline engine,petrol,CZ,twh,2012,0.6653676477405608
Passenger transport,Powered 2-wheelers,Gasoline engine,petrol,CZ,twh,2013,0.663940954302613
Passenger transport,Powered 2-wheelers,Gasoline engine,petrol,CZ,twh,2014,0.6658837306524976
Passenger transport,Powered 2-wheelers,Gasoline engine,petrol,CZ,twh,2015,0.6834125605092785
Passenger transport,Powered 2-wheelers,Gasoline engine,biofuels,CZ,twh,2000,0.0
Passenger transport,Powered 2-wheelers,Gasoline engine,biofuels,CZ,twh,2001,0.0
Passenger transport,Powered 2-wheelers,Gasoline engine,biofuels,CZ,twh,2002,0.0
Passenger transport,Powered 2-wheelers,Gasoline engine,biofuels,CZ,twh,2003,0.0
Passenger transport,Powered 2-wheelers,Gasoline engine,biofuels,CZ,twh,2004,0.0
Passenger transport,Powered 2-wheelers,Gasoline engine,biofuels,CZ,twh,2005,0.0
Passenger transport,Powered 2-wheelers,Gasoline engine,biofuels,CZ,twh,2006,0.0003525952562159017
Passenger transport,Powered 2-wheelers,Gasoline engine,biofuels,CZ,twh,2007,0.0
Passenger transport,Powered 2-wheelers,Gasoline engine,biofuels,CZ,twh,2008,0.010570148190402466
Passenger transport,Powered 2-wheelers,Gasoline engine,biofuels,CZ,twh,2009,0.018224446425852747
Passenger transport,Powered 2-wheelers,Gasoline engine,biofuels,CZ,twh,2010,0.020080395002310944
Passenger transport,Powered 2-wheelers,Gasoline engine,biofuels,CZ,twh,2011,0.022024417258491306
Passenger transport,Powered 2-wheelers,Gasoline engine,biofuels,CZ,twh,2012,0.022300500743726873
Passenger transport,Powered 2-wheelers,Gasoline engine,biofuels,CZ,twh,2013,0.022579329417100544
Passenger transport,Powered 2-wheelers,Gasoline engine,biofuels,CZ,twh,2014,0.028114638133714075
Passenger transport,Powered 2-wheelers,Gasoline engine,biofuels,CZ,twh,2015,0.0275019721131741
Passenger transport,Passenger cars,Gasoline engine,petrol,CZ,twh,2000,21.305005943977072
Passenger transport,Passenger cars,Gasoline engine,petrol,CZ,twh,2001,21.82263490384701
Passenger transport,Passenger cars,Gasoline engine,petrol,CZ,twh,2002,22.092843521402063
Passenger transport,Passenger cars,Gasoline engine,petrol,CZ,twh,2003,24.203241483364803
Passenger transport,Passenger cars,Gasoline engine,petrol,CZ,twh,2004,24.106857295653477
Passenger transport,Passenger cars,Gasoline engine,petrol,CZ,twh,2005,23.6160313491925
Passenger transport,Passenger cars,Gasoline engine,petrol,CZ,twh,2006,23.28352521362756
Passenger transport,Passenger cars,Gasoline engine,petrol,CZ,twh,2007,24.259638173659507
Passenger transport,Passenger cars,Gasoline engine,petrol,CZ,twh,2008,23.225140392972655
Passenger transport,Passenger cars,Gasoline engine,petrol,CZ,twh,2009,22.6289387023534
Passenger transport,Passenger cars,Gasoline engine,petrol,CZ,twh,2010,20.431684400585144
Passenger transport,Passenger cars,Gasoline engine,petrol,CZ,twh,2011,19.609540792116483
Passenger transport,Passenger cars,Gasoline engine,petrol,CZ,twh,2012,18.200294526163432
Passenger transport,Passenger cars,Gasoline engine,petrol,CZ,twh,2013,17.03216027247957
Passenger transport,Passenger cars,Gasoline engine,petrol,CZ,twh,2014,16.826204604671794
Passenger transport,Passenger cars,Gasoline engine,petrol,CZ,twh,2015,16.924501858825984
Passenger transport,Passenger cars,Gasoline engine,biofuels,CZ,twh,2000,0.0
Passenger transport,Passenger cars,Gasoline engine,biofuels,CZ,twh,2001,0.0
Passenger transport,Passenger cars,Gasoline engine,biofuels,CZ,twh,2002,0.0
Passenger transport,Passenger cars,Gasoline engine,biofuels,CZ,twh,2003,0.0
Passenger transport,Passenger cars,Gasoline engine,biofuels,CZ,twh,2004,0.0
Passenger transport,Passenger cars,Gasoline engine,biofuels,CZ,twh,2005,0.0
Passenger transport,Passenger cars,Gasoline engine,biofuels,CZ,twh,2006,0.013361412565247147
Passenger transport,Passenger cars,Gasoline engine,biofuels,CZ,twh,2007,0.0
Passenger transport,Passenger cars,Gasoline engine,biofuels,CZ,twh,2008,0.38252033978614514
Passenger transport,Passenger cars,Gasoline engine,biofuels,CZ,twh,2009,0.6453665265866115
Passenger transport,Passenger cars,Gasoline engine,biofuels,CZ,twh,2010,0.6348408298106667
Passenger transport,Passenger cars,Gasoline engine,biofuels,CZ,twh,2011,0.6619008592745126
Passenger transport,Passenger cars,Gasoline engine,biofuels,CZ,twh,2012,0.6100021288907242
Passenger transport,Passenger cars,Gasoline engine,biofuels,CZ,twh,2013,0.5792303592434914
Passenger transport,Passenger cars,Gasoline engine,biofuels,CZ,twh,2014,0.710428310300701
Passenger transport,Passenger cars,Gasoline engine,biofuels,CZ,twh,2015,0.6810778804005846
Passenger transport,Passenger cars,Diesel oil engine,diesel,CZ,twh,2000,4.532168645707803
Passenger transport,Passenger cars,Diesel oil engine,diesel,CZ,twh,2001,5.104736474745673
Passenger transport,Passenger cars,Diesel oil engine,diesel,CZ,twh,2002,5.713227266367615
Passenger transport,Passenger cars,Diesel oil engine,diesel,CZ,twh,2003,7.032666961010402
Passenger transport,Passenger cars,Diesel oil engine,diesel,CZ,twh,2004,7.958084701772953
Passenger transport,Passenger cars,Diesel oil engine,diesel,CZ,twh,2005,9.518056392820778
Passenger transport,Passenger cars,Diesel oil engine,diesel,CZ,twh,2006,10.443607108204159
Passenger transport,Passenger cars,Diesel oil engine,diesel,CZ,twh,2007,11.17816110560048
Passenger transport,Passenger cars,Diesel oil engine,diesel,CZ,twh,2008,11.505227327210894
Passenger transport,Passenger cars,Diesel oil engine,diesel,CZ,twh,2009,11.28941297352373
Passenger transport,Passenger cars,Diesel oil engine,diesel,CZ,twh,2010,10.94265088034941
Passenger transport,Passenger cars,Diesel oil engine,diesel,CZ,twh,2011,11.046493083317179
Passenger transport,Passenger cars,Diesel oil engine,diesel,CZ,twh,2012,11.37785680363658
Passenger transport,Passenger cars,Diesel oil engine,diesel,CZ,twh,2013,11.6004546407091
Passenger transport,Passenger cars,Diesel oil engine,diesel,CZ,twh,2014,12.256262705274224
Passenger transport,Passenger cars,Diesel oil engine,diesel,CZ,twh,2015,13.18068026617149
Passenger transport,Passenger cars,Diesel oil engine,biofuels,CZ,twh,2000,0.15793149324874461
Passenger transport,Passenger cars,Diesel oil engine,biofuels,CZ,twh,2001,0.11917429506956286
Passenger transport,Passenger cars,Diesel oil engine,biofuels,CZ,twh,2002,0.17247015996047177
Passenger transport,Passenger cars,Diesel oil engine,biofuels,CZ,twh,2003,0.17187903685851902
Passenger transport,Passenger cars,Diesel oil engine,biofuels,CZ,twh,2004,0.09128223687820787
Passenger transport,Passenger cars,Diesel oil engine,biofuels,CZ,twh,2005,0.007824569574563824
Passenger transport,Passenger cars,Diesel oil engine,biofuels,CZ,twh,2006,0.05099670565558941
Passenger transport,Passenger cars,Diesel oil engine,biofuels,CZ,twh,2007,0.09231476956023377
Passenger transport,Passenger cars,Diesel oil engine,biofuels,CZ,twh,2008,0.23817440385611358
Passenger transport,Passenger cars,Diesel oil engine,biofuels,CZ,twh,2009,0.43602547081902465
Passenger transport,Passenger cars,Diesel oil engine,biofuels,CZ,twh,2010,0.5605623773627442
Passenger transport,Passenger cars,Diesel oil engine,biofuels,CZ,twh,2011,0.7785526483640012
Passenger transport,Passenger cars,Diesel oil engine,biofuels,CZ,twh,2012,0.725944404657503
Passenger transport,Passenger cars,Diesel oil engine,biofuels,CZ,twh,2013,0.7439135227201664
Passenger transport,Passenger cars,Diesel oil engine,biofuels,CZ,twh,2014,0.8413765395030576
Passenger transport,Passenger cars,Diesel oil engine,biofuels,CZ,twh,2015,0.79221420119826
Passenger transport,Passenger cars,LPG engine,lpg,CZ,twh,2000,0.7074224612372683
Passenger transport,Passenger cars,LPG engine,lpg,CZ,twh,2001,0.6908246699398095
Passenger transport,Passenger cars,LPG engine,lpg,CZ,twh,2002,0.7014954634388004
Passenger transport,Passenger cars,LPG engine,lpg,CZ,twh,2003,0.7133044959376605
Passenger transport,Passenger cars,LPG engine,lpg,CZ,twh,2004,0.7463342321066373
Passenger transport,Passenger cars,LPG engine,lpg,CZ,twh,2005,0.769363249375161
Passenger transport,Passenger cars,LPG engine,lpg,CZ,twh,2006,0.8185282263486734
Passenger transport,Passenger cars,LPG engine,lpg,CZ,twh,2007,0.8760086469342339
Passenger transport,Passenger cars,LPG engine,lpg,CZ,twh,2008,0.8473964559520049
Passenger transport,Passenger cars,LPG engine,lpg,CZ,twh,2009,0.8693518878029384
Passenger transport,Passenger cars,LPG engine,lpg,CZ,twh,2010,0.8358381522329624
Passenger transport,Passenger cars,LPG engine,lpg,CZ,twh,2011,0.8461603106320588
Passenger transport,Passenger cars,LPG engine,lpg,CZ,twh,2012,0.9308753331268167
Passenger transport,Passenger cars,LPG engine,lpg,CZ,twh,2013,0.9605039171898536
Passenger transport,Passenger cars,LPG engine,lpg,CZ,twh,2014,1.0541381179945069
Passenger transport,Passenger cars,LPG engine,lpg,CZ,twh,2015,1.053913235401133
Passenger transport,Passenger cars,Natural gas engine,natural_gas,CZ,twh,2000,0.0
Passenger transport,Passenger cars,Natural gas engine,natural_gas,CZ,twh,2001,0.0
Passenger transport,Passenger cars,Natural gas engine,natural_gas,CZ,twh,2002,0.0
Passenger transport,Passenger cars,Natural gas engine,natural_gas,CZ,twh,2003,0.0
Passenger transport,Passenger cars,Natural gas engine,natural_gas,CZ,twh,2004,0.0
Passenger transport,Passenger cars,Natural gas engine,natural_gas,CZ,twh,2005,0.0
Passenger transport,Passenger cars,Natural gas engine,natural_gas,CZ,twh,2006,0.0
Passenger transport,Passenger cars,Natural gas engine,natural_gas,CZ,twh,2007,0.0
Passenger transport,Passenger cars,Natural gas engine,natural_gas,CZ,twh,2008,0.0
Passenger transport,Passenger cars,Natural gas engine,natural_gas,CZ,twh,2009,0.0
Passenger transport,Passenger cars,Natural gas engine,natural_gas,CZ,twh,2010,0.0015218530972899152
Passenger transport,Passenger cars,Natural gas engine,natural_gas,CZ,twh,2011,0.0034245117763479437
Passenger transport,Passenger cars,Natural gas engine,natural_gas,CZ,twh,2012,0.007034331786847895
Passenger transport,Passenger cars,Natural gas engine,natural_gas,CZ,twh,2013,0.009211675476965641
Passenger transport,Passenger cars,Natural gas engine,natural_gas,CZ,twh,2014,0.05014468294363227
Passenger transport,Passenger cars,Natural gas engine,natural_gas,CZ,twh,2015,0.07580668844334112
Passenger transport,Passenger cars,Natural gas engine,biogas,CZ,twh,2000,0.0
Passenger transport,Passenger cars,Natural gas engine,biogas,CZ,twh,2001,0.0
Passenger transport,Passenger cars,Natural gas engine,biogas,CZ,twh,2002,0.0
Passenger transport,Passenger cars,Natural gas engine,biogas,CZ,twh,2003,0.0
Passenger transport,Passenger cars,Natural gas engine,biogas,CZ,twh,2004,0.0
Passenger transport,Passenger cars,Natural gas engine,biogas,CZ,twh,2005,0.0
Passenger transport,Passenger cars,Natural gas engine,biogas,CZ,twh,2006,0.0
Passenger transport,Passenger cars,Natural gas engine,biogas,CZ,twh,2007,0.0
Passenger transport,Passenger cars,Natural gas engine,biogas,CZ,twh,2008,0.0
Passenger transport,Passenger cars,Natural gas engine,biogas,CZ,twh,2009,0.0
Passenger transport,Passenger cars,Natural gas engine,biogas,CZ,twh,2010,0.0
Passenger transport,Passenger cars,Natural gas engine,biogas,CZ,twh,2011,0.0
Passenger transport,Passenger cars,Natural gas engine,biogas,CZ,twh,2012,0.0
Passenger transport,Passenger cars,Natural gas engine,biogas,CZ,twh,2013,0.0
Passenger transport,Passenger cars,Natural gas engine,biogas,CZ,twh,2014,0.0
Passenger transport,Passenger cars,Natural gas engine,biogas,CZ,twh,2015,0.0
Passenger transport,Passenger cars,Plug-in hybrid electric,petrol,CZ,twh,2000,0.0
Passenger transport,Passenger cars,Plug-in hybrid electric,petrol,CZ,twh,2001,0.0
Passenger transport,Passenger cars,Plug-in hybrid electric,petrol,CZ,twh,2002,0.0
Passenger transport,Passenger cars,Plug-in hybrid electric,petrol,CZ,twh,2003,0.0
Passenger transport,Passenger cars,Plug-in hybrid electric,petrol,CZ,twh,2004,0.0
Passenger transport,Passenger cars,Plug-in hybrid electric,petrol,CZ,twh,2005,0.0
Passenger transport,Passenger cars,Plug-in hybrid electric,petrol,CZ,twh,2006,0.0
Passenger transport,Passenger cars,Plug-in hybrid electric,petrol,CZ,twh,2007,0.0
Passenger transport,Passenger cars,Plug-in hybrid electric,petrol,CZ,twh,2008,0.0
Passenger transport,Passenger cars,Plug-in hybrid electric,petrol,CZ,twh,2009,0.0
Passenger transport,Passenger cars,Plug-in hybrid electric,petrol,CZ,twh,2010,0.0
Passenger transport,Passenger cars,Plug-in hybrid electric,petrol,CZ,twh,2011,0.0
Passenger transport,Passenger cars,Plug-in hybrid electric,petrol,CZ,twh,2012,0.0
Passenger transport,Passenger cars,Plug-in hybrid electric,petrol,CZ,twh,2013,2.1191070018217953e-05
Passenger transport,Passenger cars,Plug-in hybrid electric,petrol,CZ,twh,2014,8.542226211466212e-05
Passenger transport,Passenger cars,Plug-in hybrid electric,petrol,CZ,twh,2015,0.0004937548971604661
Passenger transport,Passenger cars,Plug-in hybrid electric,biofuels,CZ,twh,2000,0.0
Passenger transport,Passenger cars,Plug-in hybrid electric,biofuels,CZ,twh,2001,0.0
