,REGISTRY_COD,INSTALLATION_NAME,INSTALLATION_IDENTIFIER,PERMIT_IDENTIFIER,MAIN_ACTIVITY_TYPE_CODE,COMPLIANCE_CODE,COMPLIANCE_STATUS_LATEST_YEAR,TOTAL_VERIFIED_EMISSIONS,TOTAL_SURRENDERED_ALLOWANCES,YEAR_OF_FIRST_EMISSIONS,YEAR_OF_LAST_EMISSIONS,ACCOUNT_CLOSURE,url_id,lat,lon
4175,ES,"Cerámicas del Miño Carmen Ubeira y Cía, S.L.",666,ES123608000766,32,EXCLUDED SINCE 2013,0,0,0,2005,NOT SET,OPEN,99177,42.1167,-8.4333
4176,ES,Cerámicas del Sureste S.C.L.,737,ES173008000873,32,C,2014,NOT CALCULATED,0,2005,2013,OPEN,99139,37.6712,-1.7017
4177,ES,Cerámicas el Progreso S.A.,667,ES121508000767,32,EXCLUDED SINCE 2013,0,0,0,2005,NOT SET,OPEN,99319,43.2674,-8.7833
4178,ES,"Cicogres, S.A.",205622,ES10121310875,32,A,2018,179481,179481,2013,NOT SET,OPEN,110849,40.1229711,-0.0232145
4180,ES,Clariana S.A.,576,ES101209000671,36,A,2018,41425,41425,2005,NOT SET,OPEN,99598,39.9413529,-0.1076845
4181,ES,"Codecar Alcalá, S.L. - Gallur",178,ES025009000192,36,A,2018,14910,14910,2005,NOT SET,OPEN,99244,41.8688985,-1.3120652
4182,ES,"Codicer 95, S.L.",205394,ES10121311-390,32,A,2018,73771,73771,2013,NOT SET,OPEN,110664,39.990007,-0.0718769
4193,ES,Cogeneración Motril S.A.,57,ES011809000064,28,A,2018,980139,980139,2005,NOT SET,OPEN,99538,36.7507,-3.5179
4194,ES,Cogeneración S.A. Minera Catalano Aragonesa,533,ES101208000623,32,A,2018,359161,359161,2005,NOT SET,OPEN,98921,39.9604387,-0.2249692
4196,ES,Cogeneración UFIC,819,ES080809000959,36,A,2018,750503,750503,2005,NOT SET,OPEN,98750,41.5523993,1.6805029
4200,ES,Cogeneración de Tenerife S.A.,230,ES043801000301,21,A,2015,110362,110362,2005,2015,13-JUL-2017,98865,28.45692,-16.25865
4206,ES,Coloresmalt S.A.,553,ES101207000644,31,A,2018,36810,36810,2005,NOT SET,OPEN,99594,40.1382,-0.3889
4207,ES,Colorificio Cerámico Bonet S.A.,554,ES101207000645,31,A,2013,0,0,2005,2013,OPEN,99595,40.022793,-0.279987
4208,ES,"Colorker, SA",202928,ES10121310-733,32,A,2018,115634,115634,2013,NOT SET,OPEN,108029,-15.5,35.0
4209,ES,Colorobbía España S.A.,555,ES101207000646,31,A,2018,435110,435110,2005,NOT SET,OPEN,99596,40.1190649,-0.0525688
4210,ES,Coloronda S.L.,556,ES101207000647,31,A,2018,101009,101009,2005,NOT SET,OPEN,98927,39.969572,-0.233706
4211,ES,Comercial Aymerich S.A.,499,ES080808000585,32,EXCLUDED SINCE 2013,0,0,0,2005,NOT SET,OPEN,98661,41.9061623,2.2878706
4212,ES,Comercial e Industrial Aries S.A.,157,ES025006000168,30,A,2018,498182,498182,2005,NOT SET,OPEN,98584,41.3836473,-0.8526210999999999
4213,ES,Comercial e Industrial Aries S.A. - 1,388,ES080806000472,30,A,2018,368949,368949,2005,NOT SET,OPEN,99024,41.3356011,1.8630704
4214,ES,"Comercial e Industrias Aries, S.A.",698,ES152806000824,30,EXCLUDED SINCE 2013,0,0,0,2005,NOT SET,OPEN,98954,40.1076466,-3.3874797
4215,ES,"Cominter Tisú, S.L.",207043,ES19201715-10,36,A,2018,28363,28363,2015,NOT SET,OPEN,112699,43.2662,-1.9761
4217,ES,"Compacglass, S.L. - Fábrica III",205770,ES10121310-862,32,A,2018,171029,171029,2013,NOT SET,OPEN,111024,39.9611805,-0.21695
4225,ES,Compañía Española de Petróleos S.A. - La Rábida,64,ES012102000072,21,A,2018,9624829,9624829,2005,NOT SET,OPEN,99053,37.2714,-6.9495
4226,ES,Compañía Española de Petróleos S.A. - San Roque,63,ES011102000071,21,A,2018,9730091,9730091,2005,NOT SET,OPEN,99051,36.1892428,-5.3923194
4227,ES,Compañía Española de Petróleos S.A. - Tenerife,231,ES043802000302,21,A,2018,543158,543158,2005,NOT SET,OPEN,99249,28.457056,-16.2584466
4228,ES,"Compañía Valenciana del Aluminio, Baux S.L.U.",203623,ES10120810-867,27,A,2018,93860,93860,2013,NOT SET,OPEN,108929,39.8479667,-0.4980694
4240,ES,"Construcciones y Auxiliar de Ferrocarriles, S.A.",805,ES192005000945,24,A,2017,68810,68810,2005,2017,24-AUG-2018,99258,43.05016740000001,-2.1899706
4246,ES,"Corrugados Azpeitia, S.L.",800,ES192005000940,24,A,2013,7857,7857,2005,2013,30-JUN-2015,98752,43.1775576,-2.2566189
4247,ES,"Corrugados Getafe, S.L.",712,ES152805000838,24,A,2018,205363,205363,2005,NOT SET,OPEN,99183,40.3057,-3.7329
4248,ES,"Cosentino, S.A.U - Fáb. Nueva Sup. en Gran Formato",205866,ES01041311-52296,32,A,2018,116027,116027,2013,NOT SET,OPEN,111169,37.35,-2.0667
4249,ES,"Cottocer, S.L.",202532,ES10121310-739,32,A,2018,116934,116934,2013,NOT SET,OPEN,107619,39.957553,-0.2124209
4250,ES,Cottón South S.L.,58,ES011809000065,35,A,2018,32471,32471,2005,NOT SET,OPEN,99423,37.3207163,-3.1884356
4253,ES,"Crisnova Vidrio, S.A.",380,ES070207000464,31,A,2018,738783,738783,2005,NOT SET,OPEN,98630,38.7121918,-0.9698205999999998
4254,ES,"Cristal Cerámicas, S.A. (Factoría II)",202255,ES10121310888,32,A,2018,78886,78886,2013,NOT SET,OPEN,107412,39.9667,-0.25
4255,ES,"Cristal Cerámicas, S.A. (Factoría III)",202256,ES10121310889,32,A,2018,64454,64454,2013,NOT SET,OPEN,107414,39.9521555,-0.1990218
4256,ES,"Cía. Española de Laminación, S.L.",477,ES080805000563,24,A,2018,1113341,1113341,2005,NOT SET,OPEN,98651,41.4443167,1.9877733
4258,ES,DICEPA PAPELERA DE ENATE S.L.,177,ES022209000191,36,EXCLUDED SINCE 2013,0,0,0,2005,NOT SET,OPEN,99441,42.06677759999999,0.2052321
4261,ES,Dalopa S.A.,296,ES064008000374,32,EXCLUDED SINCE 2013,0,0,0,2005,NOT SET,OPEN,99459,40.9984,-4.118
4272,ES,"Dicepa Higiene, S.L.",474,ES080809000560,36,B,2018,35973,33457,2005,NOT SET,OPEN,98911,41.5411464,1.6867814
4273,ES,Dobón y Cía S.A.,193,ES022208000207,32,EXCLUDED SINCE 2013,0,0,0,2005,NOT SET,OPEN,98933,41.721601,0.11542
4274,ES,Dolomías de Aragón S.L.,158,ES025006000169,30,A,2018,229706,229706,2005,NOT SET,OPEN,99236,41.4733,-1.5649
4275,ES,"Dow Chemical Ibérica, SL - La Pobla de Mafumet",408,ES084301000492,42,A,2018,5866290,5866290,2005,NOT SET,OPEN,99283,41.1167,1.25
4276,ES,"Dow Chemical Ibérica,S.L-Cald-Deriv Etileno Tarrag",935,ES084301001093,42,A,2018,496470,496470,2006,NOT SET,OPEN,99003,41.0801097,1.1577498
4278,ES,"Dual Gres, S.A.",205633,ES10121310734,32,A,2018,45782,45782,2013,NOT SET,OPEN,110856,39.9604387,-0.2249692
4279,ES,"Dynasol Elastómeros, S.A.U",203660,ES05392310-666,42,A,2018,11884,11884,2013,NOT SET,OPEN,108965,43.4101,-3.7656
4281,ES,"E.ON GENERACIÓN, S.L. - Escucha",175,ES024401000188,1,A,2013,0,0,2005,2013,30-JUN-2014,98915,40.78998929999999,-0.8167746
4291,ES,"ENCE, Energía y Celulosa, S.A.",651,ES123609000751,35,A,2018,586423,586423,2005,NOT SET,OPEN,98731,42.4167,-8.6667
4292,ES,"ENDEKA CERÁMICS, S.A.",564,ES101207000655,31,A,2018,147169,147169,2005,NOT SET,OPEN,99113,42.5506,-74.4631
4299,ES,"Ecollería, S.L.",207264,ES10461215-21233,31,A,2018,18381,18381,2015,NOT SET,OPEN,112929,38.9072798,-0.5332352
4300,ES,"El Barco, S.L.",202522,ES10121310792,32,A,2018,28217,28217,2013,NOT SET,OPEN,107614,39.966162,-0.2538766
4304,ES,"Emigres, SL",203692,ES10121310-768,32,A,2018,86931,86931,2013,NOT SET,OPEN,108989,40.0730867,-0.2142619
4305,ES,"Emigres, SL (Factoría 2)",206725,ES10121312-67385,32,A,2018,37917,37917,2014,NOT SET,OPEN,112293,40.0711593,-0.2216376
4306,ES,"Emigres, SLU - Factoría 4",203954,ES10121310-845,32,A,2018,29767,29767,2013,NOT SET,OPEN,109306,40.0581102,-0.1831171
4355,ES,"Epifanio Campo, S.L.",668,ES121508000768,32,A,2018,43202,43202,2005,NOT SET,OPEN,98480,43.2780467,-8.6066855
4357,ES,"Ercros, S.A. - Fabrica de Vilaseca II",921,ES084301001078,42,A,2018,629490,629490,2006,NOT SET,OPEN,98999,41.1064637,1.1527108
4361,ES,"Ercros,S.A.",981,ES104601001139,42,A,2018,200266,200266,2006,NOT SET,OPEN,99201,39.316928,-0.4037673000000001
4364,ES,Esmaldur S.A.,557,ES101207000648,31,A,2018,44658,44658,2005,NOT SET,OPEN,99111,42.44,-73.6663
4365,ES,Esmalglass S.A.,558,ES101207000649,31,A,2018,290993,290993,2005,NOT SET,OPEN,98928,39.94394,-0.1221708
4366,ES,Esmaltes S.A.,559,ES101207000650,31,A,2018,54813,54813,2005,NOT SET,OPEN,98466,40.076692,-0.2129532
4367,ES,"Essity Spain, S.L. - La Riba",467,ES084309000553,36,A,2018,38714,38714,2005,2018,OPEN,98907,41.3176051,1.175956
4368,ES,"Essity Spain, S.L. - Puigpelat 2",829,ES084309000975,36,A,2018,242299,242299,2005,NOT SET,OPEN,98970,41.2812847,1.2882275
4370,ES,"Estudio Cerámico, S.L",201894,ES10121311235,32,A,2018,13376,13376,2013,NOT SET,OPEN,107090,40.0446309,-0.1477435
4371,ES,Euroatomizado S.A.,535,ES101208000625,32,A,2018,315687,315687,2005,NOT SET,OPEN,98695,39.9667,-0.25
4372,ES,Eurocerámica Sánchez Palomero,623,ES111008000719,32,EXCLUDED SINCE 2013,0,0,0,2005,NOT SET,OPEN,98475,40.0497,-6.2138
4373,ES,"Euskal Forging, S.A. - Planta de Irura",208924,ES19200616-52326,25,A,2018,22301,22301,2016,NOT SET,OPEN,114850,43.168338,-2.0640983
4374,ES,"Euskal Forging, S.A. - Planta de Sestao",207505,ES19480615-51201,25,A,2018,32208,32208,2015,NOT SET,OPEN,113205,43.3098,-3.0072
4375,ES,Exagres S.A.,536,ES101208000626,32,A,2018,35796,35796,2005,NOT SET,OPEN,99122,39.9237981,-0.2018942
4377,ES,"Extresol 3, S.L.",205951,ES110612-29141,31,A,2018,15126,15126,2013,NOT SET,OPEN,111288,38.618177,-6.7955054
4378,ES,F. de Placas Pladur Gelsa,210703,ES02501519-3350,34,A,2018,1471,1471,2018,NOT SET,OPEN,116677,41.4077,-0.4616
4379,ES,F. de Zinc Electrolítico S. Juan de Nieva,882,ES033301001035,28,A,2018,56668,56668,2006,NOT SET,OPEN,98782,43.5881,-5.9356
4384,ES,"Fabricación Española Sanitaria, S.A.",202114,ES10121310-727,32,A,2018,45941,45941,2013,NOT SET,OPEN,107260,40.1333,-0.2833
4385,ES,"Fabricación de Ladrillos A. G. Tecno-Tres, S. L.",838,ES012908000960,32,EXCLUDED SINCE 2013,0,0,0,2005,NOT SET,OPEN,99296,37.364,-4.8498
4386,ES,"Fabricación de Ladrillos A.G.-2, S.L.",125,ES012908000136,32,EXCLUDED SINCE 2013,0,0,0,2005,NOT SET,OPEN,98561,37.3596577,-4.8221964
4387,ES,"Fagor Ederlan Tafalla, S. Coop.",205747,ES18310610-659,25,A,2018,231604,231604,2013,NOT SET,OPEN,110981,42.5125046,-1.6782333
4388,ES,"Fermacell Spain, SLU",205814,ES05391513-12225,34,A,2013,2051,2051,2013,2013,30-JUN-2014,111102,43.3980553,-3.737625999999999
4389,ES,"Ferraes Cerámica, S.A.",202495,ES10121310856,32,A,2018,41882,41882,2013,NOT SET,OPEN,107576,40.0581102,-0.1831171
4390,ES,Ferro Spain S.A. - Instalación de Almanzora,560,ES101207000651,31,A,2018,305348,305348,2005,NOT SET,OPEN,98677,39.9570455,-0.07652990000000001
4391,ES,"Ferroatlántica del Cinca, S.L.",202885,ES02220910-629,28,A,2018,601209,601209,2013,NOT SET,OPEN,107983,41.9242635,0.179257
4392,ES,"Ferroatlántica, S.A. - Fábrica de Boo",202615,ES05390611-43172,25,A,2018,992992,992992,2013,NOT SET,OPEN,107713,43.411075,-3.8356126
4393,ES,"Ferroatlántica, S.A. - Fábrica de Cee",202337,ES12150910615,28,A,2018,946087,946087,2013,NOT SET,OPEN,107470,42.9422921,-9.1717798
4394,ES,"Ferroatlántica, S.A. - Fábrica de Dumbría",202339,ES12150910614,28,A,2018,1090288,1090288,2013,NOT SET,OPEN,107472,43.0092,-9.0283
4395,ES,"Ferroatlántica, S.A. - Fábrica de Sabón",202476,ES12150910616,28,A,2018,931951,931951,2013,NOT SET,OPEN,107560,43.314521,-8.500066799999999
4396,ES,Fertiberia - Fábrica de Palos,201855,ES012122052345,41,A,2018,4180434,4180434,2013,NOT SET,OPEN,107072,37.19084,-6.9298777
4397,ES,"Fertiberia, S.A. - Fábrica de Avilés",201854,ES03331910-33846,38,A,2018,276695,276695,2013,NOT SET,OPEN,107071,43.5547,-5.9248
4399,ES,"Fertiberia, S.A. - Fábrica de Puertollano",201856,ES07131910-905,38,A,2018,2515958,2515958,2013,NOT SET,OPEN,107073,38.6871,-4.1073
4400,ES,"Fertiberia, S.A. Fábrica de Sagunto",979,ES104601001137,38,A,2018,299401,299401,2006,NOT SET,OPEN,99200,39.6622,-0.2175
4408,ES,"Foresa, Indutrias Químicas del Noroeste, S.A.U.",204640,ES12362310-609,42,A,2018,37281,37281,2013,NOT SET,OPEN,110111,42.5984293,-8.646963099999999
4409,ES,"Forestal del Atlantico, S.A.",637,ES121501000733,42,A,2018,695524,695524,2005,NOT SET,OPEN,98722,43.4617268,-8.2391439
4411,ES,Fritta S.L.U.,562,ES101207000653,31,A,2018,161474,161474,2005,NOT SET,OPEN,98930,39.9590406,-0.2223512
4416,ES,"Fundiciones de Ódena, S.A.",205813,ES08080610-919,25,A,2018,134456,134456,2013,NOT SET,OPEN,111101,41.5786661,1.6418576
4418,ES,Fábrica Nacional de Moneda y Timbre,206315,ES06091610-825,35,A,2018,18526,18526,2013,NOT SET,OPEN,111808,42.348258,-3.736814
4419,ES,Fábrica Puente de mayorga,868,ES011101001020,42,A,2018,1581168,1581168,2006,NOT SET,OPEN,98508,36.1892428,-5.3923194
4420,ES,Fábrica de Bergara,798,ES192005000938,25,A,2018,157585,157585,2005,NOT SET,OPEN,98404,43.1019294,-2.429132
4421,ES,Fábrica de Cal de Tudela Veguín-Fábrica de Cales,196,ES033306000210,30,A,2018,3669559,3669559,2005,NOT SET,OPEN,99245,43.3313843,-5.775156
4422,ES,Fábrica de Cementos de Aboño,198,ES033306000212,29,A,2018,3718370,3718370,2005,NOT SET,OPEN,98592,43.5550533,-5.723508
4423,ES,Fábrica de Olaberria,799,ES192005000939,24,A,2018,616212,616212,2005,NOT SET,OPEN,98749,43.0415352,-2.2161302
4424,ES,Fábrica de Palos de la Frontera,852,ES012101001004,42,A,2018,1133077,1133077,2006,NOT SET,OPEN,98414,37.2346,-6.8947
4425,ES,Fábrica de Zumarraga,801,ES192005000941,24,A,2016,264195,264195,2005,2016,12-JUL-2018,98405,43.0884377,-2.3171942
4435,ES,Gensabon,640,ES121501000736,1,A,2013,0,0,2005,2013,30-JUN-2014,99161,43.314521,-8.500066799999999
4437,ES,Global Steel Wire,242,ES053905000314,24,A,2018,785392,785392,2005,NOT SET,OPEN,98618,43.4396242,-3.8435586
4439,ES,"Goma-Camps Consumer, S.L.",210605,ES02501718-31339,36,A,2018,8295,8295,2018,NOT SET,OPEN,116525,42.127858,-1.1700982
4440,ES,"Gomá-Camps, S.A.U.",450,ES084309000536,36,A,2018,117094,117094,2005,NOT SET,OPEN,98904,41.317904,1.176996
4446,ES,Gres La Sagra S.L.,358,ES074508000440,32,A,2018,25021,25021,2005,NOT SET,OPEN,99279,40.0161463,-3.8078711
4447,ES,"Gres de Alloza, S.A",12667697,ES024401001230,32,A,2018,4655,4655,2007,NOT SET,OPEN,98829,40.9778926,-0.5423698
4448,ES,Gres de Andorra S.L.,156,ES024408000167,32,A,2018,26319,26319,2005,NOT SET,OPEN,98912,40.9856302,-0.4476714
4449,ES,"Gres de Aragón, S.A.",202499,ES02441310-628,32,A,2018,35913,35913,2013,NOT SET,OPEN,107602,41.064258,-0.154227
4450,ES,Gres de la Mancha S.L.,303,ES074508000382,32,A,2018,41430,41430,2005,NOT SET,OPEN,99084,39.579992,-3.862884299999999
4451,ES,"Gres-Fort, S.A.",202016,ES10121310848,32,A,2015,3341,3341,2013,2015,01-SEP-2017,107158,39.9568207,-0.07818069999999999
4452,ES,"Grespania, S.A.",982,ES101201001140,32,A,2018,199686,199686,2006,NOT SET,OPEN,98539,39.8260074,-0.1477609
4453,ES,"Grespania, S.A. (Castellón)",202305,ES10121310882,32,A,2018,86838,86838,2013,NOT SET,OPEN,107461,40.2108,0.0272
4454,ES,"Grespania, S.A.(Moncofar)",202307,ES10121310883,32,A,2013,4037,4037,2013,2013,03-AUG-2015,107462,40.2108,0.0272
4455,ES,"Grespania, SA (Moncofar)",208782,ES10121316-44337,32,A,2018,8811,8811,2016,NOT SET,OPEN,114628,39.7872577,-0.1563593
4459,ES,"Guardian Industries Navarra, S.L.",758,ES183107000894,31,A,2018,709522,709522,2005,NOT SET,OPEN,98492,42.1248429,-1.6657451
4460,ES,Guardian Llodio Uno S.L.,815,ES190107000955,31,A,2018,628781,628781,2005,NOT SET,OPEN,99269,43.1455294,-2.9573616
4461,ES,Guarro Casas S.A.,451,ES080809000537,36,A,2018,30973,30973,2005,NOT SET,OPEN,99585,41.4496192,1.8687668
4463,ES,"Halcón Cerámicas, S.A.",202768,ES10121310-872,32,A,2018,115915,115915,2013,NOT SET,OPEN,107860,40.0581102,-0.1831171
4464,ES,"Halcón Cerámicas, S.A.",207695,ES10121315-64089,32,A,2018,107556,107556,2015,NOT SET,OPEN,113407,39.9667,-0.25
4465,ES,"Halcón Cerámicas, S.A. (II)",201993,ES10121311-34062,32,A,2018,179736,179736,2013,NOT SET,OPEN,107154,40.0623371,-0.1847713
4466,ES,"Halcón Cerámicas, S.A. - Centro 1",206061,ES10121311-27625,32,A,2018,60814,60814,2013,NOT SET,OPEN,111448,40.0728306,-0.2171675
4467,ES,"Hatz Spain, SA - Planta Tres",202598,ES1012131150932,32,A,2016,17592,17592,2013,2016,OPEN,107700,37.9752754,-1.2368537
4468,ES,"Hatz Spain, SA - Planta Venus",202605,ES10121311-400,32,A,2018,78672,78672,2013,NOT SET,OPEN,107702,37.9752754,-1.2368537
4472,ES,"Heineken España, S.A. - San Sebastián de los Reyes",1024,ES152801001183,1,A,2018,58739,58739,2006,NOT SET,OPEN,98826,6.45407,3.39467
4477,ES,Herederos Cerámica Sampedro S.A.,693,ES142608000819,32,A,2018,43566,43566,2005,NOT SET,OPEN,99180,42.4199609,-2.4684599
4478,ES,"Hermanos Díaz Redondo, S.A.",359,ES074508000441,32,A,2018,25086,25086,2005,NOT SET,OPEN,99090,40.017746,-3.856533
4479,ES,"Hermanos Ortiz Bravo, S.A. - Fábrica I",361,ES074508000444,32,EXCLUDED SINCE 2013,0,0,0,2005,NOT SET,OPEN,98626,40.0469889,-3.8383043
4480,ES,"Hermanos Ortiz Bravo, S.A. - Fábrica II",363,ES074508000446,32,A,2015,565,565,2005,2015,OPEN,98888,40.0469889,-3.8383043
4481,ES,"Hermanos Ortiz Bravo, S.A. - Fábrica III",362,ES074508000445,32,EXCLUDED SINCE 2013,0,0,0,2005,NOT SET,OPEN,99575,40.0469889,-3.8383043
4482,ES,"Hijos de Cipriano Castelló Alfonso, SL",205232,ES10121311-1395,32,A,2018,100295,100295,2013,NOT SET,OPEN,110583,39.9684569,-0.2494548
4483,ES,"Hijos de Francisco Gaya Forés, S.L. (Factoría 2)",202025,ES10121310-766,32,A,2018,61339,61339,2013,NOT SET,OPEN,107167,39.9642787,-0.2456347
4484,ES,"Hijos de Francisco Gaya Forés, S.L. (Factoría I)",202021,ES10121310-765,32,A,2018,28301,28301,2013,NOT SET,OPEN,107165,39.9642787,-0.2456347
4485,ES,"Hijos de Francisco Morant, S.L.",606,ES100308000701,32,A,2018,120867,120867,2005,NOT SET,OPEN,98694,38.44,-0.6384
4486,ES,"Hijos de Juan Cruz Hernández, S.A.",694,ES142608000820,32,EXCLUDED SINCE 2013,0,0,0,2005,NOT SET,OPEN,98721,42.4567,-2.3116
4489,ES,"Hispania Cerámica, S.A.",203626,ES10121310-860,32,A,2018,102316,102316,2013,NOT SET,OPEN,108925,39.963552,-0.233335
4490,ES,Holcim España S.A. (Instalación de Lorca),720,ES173006000850,29,A,2013,0,0,2005,2013,30-JUN-2014,99332,37.6940185,-1.7038519
4491,ES,Holcim España S.A. (Instalación de Yeles),305,ES074506000384,29,A,2013,44,44,2005,2013,01-JUL-2014,99566,40.1204,-3.8049
4496,ES,IMPORT SUCCESS SL.,299,ES063708000378,32,EXCLUDED SINCE 2013,0,0,0,2005,NOT SET,OPEN,99460,40.5963277,-6.5360929
4497,ES,"INOVYN ESPAÑA, S.L.",205577,ES08082310921,42,A,2018,218545,218545,2013,NOT SET,OPEN,110805,41.4859628,1.9197649
4498,ES,"ISMA 2000, SL .",452,ES080809000538,36,EXCLUDED SINCE 2013,0,0,0,2005,NOT SET,OPEN,99288,41.5872063,1.6183046
4499,ES,"Iberboard Mill, S.L.",458,ES084309000544,36,A,2018,140203,140203,2005,NOT SET,OPEN,98906,41.2627,1.1701
4504,ES,"Iberdrola Generación, S.A.U. - Pasajes",771,ES192001000907,1,A,2013,0,0,2005,2013,30-JUN-2014,98400,43.3239945,-1.9106821
4509,ES,"Iberoalcolense, S.L. - Planta 2",202054,ES10121310879,32,A,2018,86586,86586,2013,NOT SET,OPEN,107224,40.0581102,-0.1831171
4516,ES,"Inalco (""Industrias Alcorenses Confederadas, SA"")",203653,ES10121310-849,32,A,2018,62595,62595,2013,NOT SET,OPEN,108950,40.0739264,-0.2187438
4517,ES,"Incoazul, S.L.",206101,ES10121310-858,32,A,2018,25243,25243,2013,NOT SET,OPEN,111483,40.0550837,-0.1735422
4520,ES,"Indorama Ventures Química, Fábrica de Guadarranque",860,ES011101001012,42,A,2018,474523,474523,2006,NOT SET,OPEN,99170,36.1952035,-5.414175
4521,ES,Inducerama S.L.,131,ES012908000142,32,EXCLUDED SINCE 2013,0,0,0,2005,NOT SET,OPEN,99065,36.7199565,-4.5342024
4523,ES,"Industria de Transformaciones, SA",205817,ES02441113-29078,30,A,2018,470117,470117,2013,NOT SET,OPEN,111103,40.9415,-0.2324
4524,ES,Industrial Química del Nalón S.A.,213,ES033305000227,22,A,2018,60162,60162,2005,NOT SET,OPEN,98596,43.29568,-5.68416
4526,ES,Industrias Cerámicas Brancos S.A.,384,ES081708000468,32,A,2015,3361,3361,2005,2015,14-JUL-2017,99094,41.9603974,3.0421159
4527,ES,"Industrias Cerámicas Díaz, S.A.",365,ES074508000448,32,EXCLUDED SINCE 2013,0,0,0,2005,NOT SET,OPEN,99281,40.0274015,-3.9036975
4528,ES,Industrias Doy Manuel Morate S.L.,214,ES033305000228,22,A,2018,114818,114818,2005,NOT SET,OPEN,98944,43.3377,-5.994
4533,ES,"Industrie Cartarie Tronchetti Ibérica, S.L.",825,ES025009000968,36,EXCLUDED SINCE 2013,0,0,0,2006,NOT SET,OPEN,99165,41.5438119,-0.6814429
4534,ES,"Indústrias Químicas del Óxido de Etileno, S.A.",948,ES084301001106,42,A,2018,591337,591337,2006,NOT SET,OPEN,99361,41.1143714,1.1805372
4537,ES,Instalación de Jerez de la Frontera,9,ES011106000009,29,A,2018,2651421,2651421,2005,NOT SET,OPEN,98559,36.666609,-6.115514
4538,ES,"International Paper Madrid Mill, S.L.U.",707,ES152809000833,36,A,2018,760019,760019,2005,NOT SET,OPEN,99328,40.2702556,-3.7664403
4539,ES,"Intocast Ibérica, S.L.",220,ES033308000234,32,A,2018,35783,35783,2005,NOT SET,OPEN,99077,43.4048986,-5.8094104
4540,ES,"Inversiones Maclean Ibérica, S.L.",735,ES173009000871,36,A,2018,18646,18646,2005,NOT SET,OPEN,99335,38.1791,-1.3747
4541,ES,"Inversiones Sánchez Bonet, SL",205744,ES10121313-47475,32,B,2017,69315,58803,2013,2017,OPEN,110976,40.0667,-0.2
4546,ES,"José Oset & CIA, S.L.",203622,ES10121310-802,32,A,2018,54714,54714,2013,NOT SET,OPEN,108928,40.0167,-0.2667
4547,ES,Juan Campmany Trabal S.A.,502,ES080808000588,32,A,2013,190,190,2005,2013,30-JUN-2015,99292,41.45847980000001,2.1123033
4548,ES,Juan Villarejo S.L.,95,ES012308000105,32,EXCLUDED SINCE 2013,0,0,0,2005,NOT SET,OPEN,98570,38.087786,-3.7784787
4549,ES,"Juarez Hermanos, S.L.",366,ES074508000449,32,A,2013,99,99,2005,2013,17-AUG-2016,98691,40.0161463,-3.8078711
4550,ES,"Juárez y Millas, S.A. - Jumisa 1",367,ES074508000450,32,EXCLUDED SINCE 2013,0,0,0,2005,NOT SET,OPEN,98693,40.0406969,-3.9035093
4551,ES,"Juárez y Millas, S.A. - Jumisa 2",368,ES074508000451,32,EXCLUDED SINCE 2013,0,0,0,2005,NOT SET,OPEN,99091,40.0408,-3.8998
4554,ES,Kartogroup España S.L.,579,ES101209000674,36,A,2018,80472,80472,2005,NOT SET,OPEN,99143,39.889,-0.085
4555,ES,Keraben 3,537,ES101208000627,32,A,2018,485542,485542,2005,NOT SET,OPEN,98696,39.8536,-0.1564
4556,ES,Kerafrit S.A.,572,ES101207000663,31,A,2018,74364,74364,2005,NOT SET,OPEN,99114,37.9752754,-1.2368537
4557,ES,"Keramex, SA",203223,ES10121311-45789,32,A,2018,80243,80243,2013,NOT SET,OPEN,108376,39.9523755,-0.1856631
4558,ES,"Keros Cerámica, S.A.",203734,ES10121310-861,32,A,2018,82576,82576,2013,NOT SET,OPEN,109033,39.8536,-0.1564
4559,ES,"Kimberly Clark, S.L.U. - Instalación de Doñinos",275,ES063709000353,36,A,2018,122275,122275,2005,NOT SET,OPEN,98609,40.9592023,-5.7460673
4560,ES,"Klinker Covadonga, S.L.",246,ES053908000318,32,EXCLUDED SINCE 2013,0,0,0,2005,NOT SET,OPEN,99254,43.4307862,-3.8580908
4561,ES,Knauf GmbH - Planta de Escúzar,861,ES011801001013,34,A,2018,110433,110433,2007,NOT SET,OPEN,98415,37.06219,-3.76126
4562,ES,Knauf GmbH - Planta de Guixers,951,ES082501001109,34,A,2018,133500,133500,2006,NOT SET,OPEN,98817,42.1333,1.6
4567,ES,"La Farga Yourcoppersolutions, S.A.",201858,ES08080910-920,28,A,2018,166805,166805,2013,NOT SET,OPEN,107076,41.9559,2.3253
4568,ES,La Ladrillera Murciana S.A.,738,ES173008000874,32,A,2018,54084,54084,2005,NOT SET,OPEN,99140,38.1762793,-1.1158487
4569,ES,"La Platera, S.A.",202373,ES10121310729,32,A,2018,39995,39995,2013,NOT SET,OPEN,107490,40.0581102,-0.1831171
4571,ES,"Ladislao Laguna, S.A.",369,ES071308000452,32,A,2016,1424,1424,2005,2016,OPEN,99092,38.644775,-3.4637488
4572,ES,"Ladri Bailén, S.L.",133,ES012308000144,32,A,2013,0,0,2005,2013,OPEN,99233,38.090178,-3.783018199999999
4573,ES,"Ladrilleras Ibicencas, S.A.",684,ES130708000809,32,EXCLUDED SINCE 2013,0,0,0,2005,NOT SET,OPEN,99323,38.9808197,1.5261334
