"SiteID";"CompanyName";"SiteName";"Address";"CityCode";"City";"Country";"geom";"Subsector";"DataSource";"Emissions_ETS_2014";"Emissions_EPRTR_2014";"Production";"Fuel_Demand";"Excess_Heat_100-200C";"Excess_Heat_200-500C";"Excess_Heat_500C";"Excess_Heat_Total"
2985;"Hyvinkään Lämpövoima";"Hakakallion lämpökeskus";"Hakakalliontie 21 Hakakallion lämpökeskus Add 2";"5801";"Hyvinkää";"Finland";"SRID=4326;POINT(24.864469 60.606815)";"Other non-classified";"ETS";;;;;0.00;0.00;0.00;0.00
2986;"Oy Turku Energia Åbo Energi Ab";"Nummenniityn lämpökeskus";"Hallimestarinkatu 2";"20780";"Kaarina";"Finland";"SRID=4326;POINT(22.383966 60.421571)";"Other non-classified";"ETS";13.00;;;;0.00;0.00;0.00;0.00
2987;"Metsä Board Oyj";"Takon tehtaat";"Hallituskatu 1 PL 208";"33101";"Tampere";"Finland";"SRID=4326;POINT(23.752514 61.496099)";"Paper and printing";"ETS";72754.00;;302654.24;462.38;46.23;0.00;0.00;46.23
2988;"Jyväskylän Energia Oy";"Härköojan lämpökeskus";"Härköojantie ";"40530";"Jyväskylä";"Finland";"SRID=4326;POINT(25.745951 62.2393)";"Other non-classified";"ETS";;;;;0.00;0.00;0.00;0.00
2989;"Varkauden Aluelämpö Oy";"Haijanvirran lämpökeskus";"Hasintie 24 PL 206";"78200";"Varkaus";"Finland";"SRID=4326;POINT(27.830068 62.327942)";"Other non-classified";"ETS";;;;;0.00;0.00;0.00;0.00
2990;"Oy Turku Energia Åbo Energi Ab";"Petäsmäki";"Hietatie";"21220";"Raisio";"Finland";"SRID=4326;POINT(22.13257 60.504376)";"Other non-classified";"ETS";;;;;0.00;0.00;0.00;0.00
2991;"Lahti Energia Oy";"Kotimäen lämpökeskus";"Hoitotie 5";"15560";"Nastola";"Finland";"SRID=4326;POINT(25.921104 60.944901)";"Other non-classified";"ETS";;;;;0.00;0.00;0.00;0.00
2992;"Keskusosuuskunta Oulun Seudun Sähkö";"Haapamaa-Honkasen lämpökeskus";"Honkasentie 1";"90450";"Kempele";"Finland";"SRID=4326;POINT(25.541348 64.900456)";"Other non-classified";"ETS";;;;;0.00;0.00;0.00;0.00
2993;"Fortum Power and Heat Oy";"Hukanhaudan lämpökeskus";"Hukanhauta, Joensuu";"2201";"Espoo";"Finland";;"Other non-classified";"ETS";26.00;;;;0.00;0.00;0.00;0.00
2994;"Jakobstads Energiverk";"Östampå värmecentral";"Industrivägen 15";"68630";"Jakobstad";"Finland";"SRID=4326;POINT(22.729314 63.685162)";"Other non-classified";"ETS";52.00;;;;0.00;0.00;0.00;0.00
2995;"Oy Turku Energia Åbo Energi Ab";"Jäkärlän lämpökeskus";"Jäkärlän puistokatu 21 ";"20460";"Turku";"Finland";"SRID=4326;POINT(22.351171 60.540725)";"Other non-classified";"ETS";6.00;;;;0.00;0.00;0.00;0.00
2996;"Rovaniemen koulutuskuntayhtymä";"Viirinkankaan opetuslämpökeskus";"Jänkätie 1 ";"96300";"Rovaniemi";"Finland";"SRID=4326;POINT(25.681712 66.487351)";"Other non-classified";"ETS";;;;;0.00;0.00;0.00;0.00
2997;"Liikelaitos Salon Kaukolämpö";"Nokia";"Joensuunkatu 7";"24100";"Salo";"Finland";"SRID=4326;POINT(23.114514 60.388262)";"Other non-classified";"ETS";;;;;0.00;0.00;0.00;0.00
2998;"Premium Board Finland Oy";"Juankosken kartonkitehdas";"Juankoskentie 7 -";"73500";"Juankoski";"Finland";"SRID=4326;POINT(28.335792 63.06877)";"Paper and printing";"ETS";35.00;;;;0.00;0.00;0.00;0.00
2999;"Fortum Power and Heat Oy";"Juvanmalmi II lämpökeskus";"Juvanmalmi, Espoo";"2201";"Espoo";"Finland";"SRID=4326;POINT(24.758455 60.278091)";"Other non-classified";"ETS";10304.00;;;;0.00;0.00;0.00;0.00
3000;"Keravan Energia Oy";"Kanniston lämpökeskus";"Kääpäkatu 5 ";"4200";"Kerava";"Finland";"SRID=4326;POINT(25.093629 60.391165)";"Other non-classified";"ETS";220.00;;;;0.00;0.00;0.00;0.00
3001;"Lahti Energia Oy";"Rekolan lämpökeskus";"Kaapelikatu ";"15300";"Lahti";"Finland";"SRID=4326;POINT(25.735387 60.991159)";"Other non-classified";"ETS";;;;;0.00;0.00;0.00;0.00
3002;"Oy Turku Energia Åbo Energi Ab";"Hakinmäki";"Kaaponkatu";"21210";"Raisio";"Finland";"SRID=4326;POINT(22.163599 60.488138)";"Other non-classified";"ETS";2.00;;;;0.00;0.00;0.00;0.00
3003;"Suur-Savon Sähkö Oy";"Inkerinkylän lämpökeskus";"Kaartilantie 19";"57230";"Savonlinna";"Finland";"SRID=4326;POINT(28.958718 61.851241)";"Other non-classified";"ETS";;;;;0.00;0.00;0.00;0.00
3004;"Lappeenrannan Energia Oy";"Keskustan lämpökeskus";"Kahilanniementie 4";"53100";"Lappeenranta";"Finland";"SRID=4326;POINT(28.209488 61.067315)";"Other non-classified";"ETS";569.00;;;;0.00;0.00;0.00;0.00
3005;"Rauman Energia Oy";"0,7 MW:n lämpökeskus";"Kairakatu 4";"26100";"Rauma";"Finland";"SRID=4326;POINT(21.529557 61.134959)";"Other non-classified";"ETS";;;;;0.00;0.00;0.00;0.00
3006;"Rauman Energia Oy";"Kaivopuiston lämpökeskus";"Kairakatu 4";"26100";"Rauma";"Finland";"SRID=4326;POINT(21.529557 61.134959)";"Other non-classified";"ETS";78.00;;;;0.00;0.00;0.00;0.00
3007;"Rauman Energia Oy";"Kappelinluhdan lämpökeskus";"Kairakatu 4";"26100";"Rauma";"Finland";"SRID=4326;POINT(21.529557 61.134959)";"Other non-classified";"ETS";;;;;0.00;0.00;0.00;0.00
3008;"Rauman Energia Oy";"Kourujärven lämpökeskus";"Kairakatu 4";"26100";"Rauma";"Finland";"SRID=4326;POINT(21.529557 61.134959)";"Other non-classified";"ETS";37.00;;;;0.00;0.00;0.00;0.00
3009;"Rauman Energia Oy";"Merirauman lämpökeskus";"Kairakatu 4";"26100";"Rauma";"Finland";"SRID=4326;POINT(21.529557 61.134959)";"Other non-classified";"ETS";60.00;;;;0.00;0.00;0.00;0.00
3010;"Rauman Energia Oy";"Sataman lämpökeskus";"Kairakatu 4";"26100";"Rauma";"Finland";"SRID=4326;POINT(21.529557 61.134959)";"Other non-classified";"ETS";;;;;0.00;0.00;0.00;0.00
3011;"Nordkalk Oy Ab";"Paraisten kalkkitehdas";"Kalkkitehtaantie";"21600";"Parainen";"Finland";"SRID=4326;POINT(22.295364 60.295084)";"Cement";"ETS";91146.00;;;;0.00;0.00;0.00;0.00
3012;"Oy Turku Energia Åbo Energi Ab";"Kallanen";"Kallastenkatu";"21210";"Raisio";"Finland";"SRID=4326;POINT(22.1083 60.494927)";"Other non-classified";"ETS";;;;;0.00;0.00;0.00;0.00
3013;"Nivalan Kaukolämpö Oy -";"Tarhi";"Kalliosaarentie";"85500";"Nivala";"Finland";"SRID=4326;POINT(24.964949 63.919201)";"Other non-classified";"ETS";;;;;0.00;0.00;0.00;0.00
3014;"Lapuan Energia Oy";"Jouttikallion vara- ja huippulämpökeskus";"Kalliotie 2 ";"62100";"Lapua";"Finland";"SRID=4326;POINT(22.997979 62.967902)";"Other non-classified";"ETS";;;;;0.00;0.00;0.00;0.00
3015;"Vatajankosken Sähkö Oy";"Kangasmoision lämpökeskus";"Kangasmoisionkatu 5";"38701";"Kankaanpää";"Finland";"SRID=4326;POINT(22.407496 61.805511)";"Other non-classified";"ETS";391.00;;;;0.00;0.00;0.00;0.00
3016;"Suur-Savon Sähkö Oy";"Haka-alueen lämpökeskus";"Kangasvuokontie 19 A";"57220";"Savonlinna";"Finland";"SRID=4326;POINT(28.950623 61.861466)";"Other non-classified";"ETS";145.00;;;;0.00;0.00;0.00;0.00
3017;"Sonoco-Alcore Oy";"Karhulan Kartonkitehdas";"Karhulantie 160 ";"48600";"Kotka";"Finland";"SRID=4326;POINT(26.929142 60.516287)";"Paper and printing";"ETS";;;;;0.00;0.00;0.00;0.00
3018;"Lahti Energia Oy";"Kariston lämpökeskus II";"Kariston väylä ";"15150";"Lahti";"Finland";"SRID=4326;POINT(25.751351 60.971067)";"Other non-classified";"ETS";1.00;;;;0.00;0.00;0.00;0.00
3019;"Oy Turku Energia Åbo Energi Ab";"Kärsämäentien siirrettävä lämpökeskus";"Kärsämäentie 45";"20360";"Turku";"Finland";"SRID=4326;POINT(22.288919 60.490896)";"Other non-classified";"ETS";;;;;0.00;0.00;0.00;0.00
3020;"Lahti Energia Oy";"Oululaisen kaasumoottorivoimalaitos";"Kasakkamäentie 3";"15800";"Lahti";"Finland";"SRID=4326;POINT(25.610071 60.978755)";"Other non-classified";"ETS";276.00;;;;0.00;0.00;0.00;0.00
3021;"Seinäjoen Energia Oy";"Kasperin lämpökeskus";"Kasperinvirta 6";"60100";"Seinäjoki";"Finland";"SRID=4326;POINT(22.844202 62.79541)";"Other non-classified";"ETS";;;;;0.00;0.00;0.00;0.00
3022;"Nurmeksen Lämpö Oy";"Vinkerlahden Lämpökeskus";"Kauppatori 3";"75500";"Nurmes";"Finland";"SRID=4326;POINT(29.141449 63.5421)";"Other non-classified";"ETS";127.00;;;;0.00;0.00;0.00;0.00
3023;"Vatajankosken Sähkö Oy";"Kelankaaren lämpökeskus";"Kelankaari 4";"38701";"Kankaanpää";"Finland";"SRID=4326;POINT(22.413141 61.796029)";"Other non-classified";"ETS";6.00;;;;0.00;0.00;0.00;0.00
3024;"Lapuan Energia Oy";"Liuhtarin vara- ja huippulämpökeskus";"Kelohongantie 6 ";"62100";"Lapua";"Finland";"SRID=4326;POINT(23.045023 62.973095)";"Other non-classified";"ETS";;;;;0.00;0.00;0.00;0.00
3025;"Saint-Gobain Weber Oy Ab";"Kuusankosken Leca-soratehdas";"Keltti";"45740";"Kuusankoski";"Finland";"SRID=4326;POINT(26.62547 60.906322)";"Non-metallic mineral products";"ETS";25817.00;;;;0.00;0.00;0.00;0.00
3026;"Kokkolan Voima Oy";"kaukolämpökeskus Kemiran tehdasalueella";"Kemirantie";"67900";"Kokkola";"Finland";"SRID=4326;POINT(23.041107 63.845217)";"Other non-classified";"ETS";148.00;;;;0.00;0.00;0.00;0.00
3027;"Vapo Oy";"Teollisuuskylän lämpökeskus";"Kerantie 17";"81700";"Lieksa";"Finland";"SRID=4326;POINT(30.075905 63.317278)";"Other non-classified";"ETS";447.00;;;;0.00;0.00;0.00;0.00
3028;"Vapo Oy";"Paloaseman varalämpökeskus";"Keskuskatu 13";"88600";"Sotkamo";"Finland";"SRID=4326;POINT(28.390246 64.131924)";"Other non-classified";"ETS";;;;;0.00;0.00;0.00;0.00
3029;"Elenia Lämpö Oy";"Jyrängön lämpökeskus";"Keskuskatu 22";"18150";"Heinola";"Finland";"SRID=4326;POINT(26.023802 61.190167)";"Other non-classified";"ETS";25.00;;;;0.00;0.00;0.00;0.00
3030;"Fortum Power and Heat Oy";"Keskussairaalan lämpökeskus";"Keskussairaala, Joensuu";"2201";"Espoo";"Finland";;"Other non-classified";"ETS";15.00;;;;0.00;0.00;0.00;0.00
3031;"Suur-Savon Sähkö Oy";"Keskussairaala";"Keskussairaalantie 6";"57120";"Savonlinna";"Finland";"SRID=4326;POINT(28.851082 61.871157)";"Other non-classified";"ETS";927.00;;;;0.00;0.00;0.00;0.00
3032;"Liikelaitos Salon Kaukolämpö";"Ollikkala";"Ketomäenkatu 15";"24100";"Salo";"Finland";"SRID=4326;POINT(23.137677 60.399755)";"Other non-classified";"ETS";;;;;0.00;0.00;0.00;0.00
3033;"Elenia Lämpö Oy";"Kiipiäntien lämpökeskus";"Kiipiäntie";"18100";"Heinola";"Finland";"SRID=4326;POINT(26.031371 61.202719)";"Other non-classified";"ETS";11.00;;;;0.00;0.00;0.00;0.00
3034;"Nurmijärven Sähkö Oy";"Rajamäen varalämpökeskus";"Kiljavantie 4";"5200";"Rajamäki";"Finland";"SRID=4326;POINT(24.714133 60.522352)";"Other non-classified";"ETS";;;;;0.00;0.00;0.00;0.00
3035;"Oy Turku Energia Åbo Energi Ab";"Kirjokannenkadun lämpökeskus";"Kirjokannenkatu 15";"20660";"Littoinen";"Finland";"SRID=4326;POINT(22.377492 60.443728)";"Other non-classified";"ETS";3.00;;;;0.00;0.00;0.00;0.00
3036;"Sappi Finland Operations Oy";"Kirkniemen tehtaat";"Kirkniemi ";"8800";"Lohja";"Finland";;"Paper and printing";"ETS";;;;;0.00;0.00;0.00;0.00
3037;"Mondi Lohja Oy";"Lohjan lämpölaitos";"Kiviniemenkatu 5";"8100";"Lohja";"Finland";"SRID=4326;POINT(24.054036 60.257176)";"Paper and printing";"ETS";32068.00;;;;0.00;0.00;0.00;0.00
3038;"Savon Voima Oyj";"Kivirannankuja";"Kivirannankuja 3";"74130";"Iisalmi";"Finland";"SRID=4326;POINT(27.189228 63.556768)";"Other non-classified";"ETS";421.00;;;;0.00;0.00;0.00;0.00
3039;"Suur-Savon Sähkö Oy";"Koivukadun lämpökeskus";"Koivukatu";"57230";"Savonlinna";"Finland";"SRID=4326;POINT(28.958012 61.843504)";"Other non-classified";"ETS";;;;;0.00;0.00;0.00;0.00
3040;"Lahti Energia Oy";"Koneharjun kaasuturbiinilaitos";"Koneharjunkatu";"15850";"Lahti";"Finland";"SRID=4326;POINT(25.555809 60.990526)";"Other non-classified";"ETS";1940.00;;;;0.00;0.00;0.00;0.00
3041;"Elenia Lämpö Oy";"Polarcupin lämpökeskus SLK5";"Konepajantie";"13300";"Hämeenlinna";"Finland";"SRID=4326;POINT(24.523268 60.976893)";"Other non-classified";"ETS";;;;;0.00;0.00;0.00;0.00
3042;"Savon Voima Oyj";"Kontionpuisto";"Kontiopuisto";"76120";"Pieksämäki";"Finland";"SRID=4326;POINT(27.183701 62.301158)";"Other non-classified";"ETS";;;;;0.00;0.00;0.00;0.00
3043;"Metsä Board Oyj";"Kyröskosken voimalaitos";"Korkomäentie 1";"39200";"Kyröskoski";"Finland";"SRID=4326;POINT(23.191648 61.661774)";"Paper and printing";"ETS";6247.00;;;39.70;0.00;0.00;0.00;0.00
3044;"Mondi Lohja Oy";"Lohjan tehdas";"Kotkantie5 ";"8100";"Lohja";"Finland";"SRID=4326;POINT(24.068458 60.252604)";"Paper and printing";"ETS";;;;;0.00;0.00;0.00;0.00
3045;"Imatran Lämpö";"Imatrankosken LK";"Koulukatu 53";"55120";"Imatra";"Finland";"SRID=4326;POINT(28.759042 61.173727)";"Other non-classified";"ETS";2869.00;;;;0.00;0.00;0.00;0.00
3046;"Kemijärven Kaukolämpö Oy";"Kallaan lämpökeskus";"Koulutie 1";"98440";"Kallaanvaara";"Finland";"SRID=4326;POINT(27.521004 66.714041)";"Other non-classified";"ETS";;;;;0.00;0.00;0.00;0.00
3047;"Savon Voima Oyj";"Kukkaroniemi";"Kukkaroniementie";"76100";"Pieksämäki";"Finland";"SRID=4326;POINT(27.171358 62.32277)";"Other non-classified";"ETS";;;;;0.00;0.00;0.00;0.00
3048;"Tornion Energia Oy";"Juhannussaaren lämpökeskus";"Kulleronkatu 1a";"95420";"Tornio";"Finland";"SRID=4326;POINT(24.13988 65.85693)";"Other non-classified";"ETS";130.00;;;;0.00;0.00;0.00;0.00
3049;"Haapajärven Lämpö Oy";"Männistönkadun lämpökeskus";"Kuokkakatu 4 PL 37";"85801";"Haapajärvi";"Finland";"SRID=4326;POINT(25.335296 63.751658)";"Other non-classified";"ETS";;;;;0.00;0.00;0.00;0.00
3050;"Haapajärven Lämpö Oy";"Kuokkakadun lämpökeskus";"Kuokkakatu 4 PL 37";"85801";"Haapajärvi";"Finland";"SRID=4326;POINT(25.335296 63.751658)";"Other non-classified";"ETS";;;;;0.00;0.00;0.00;0.00
3051;"Elenia Lämpö Oy";"Kuumolan SLK";"Kuumola";"14200";"Turenki";"Finland";"SRID=4326;POINT(24.651003 60.920485)";"Other non-classified";"ETS";18.00;;;;0.00;0.00;0.00;0.00
3052;"Oy Perhonjoki Ab";"Kuusitien lämpökeskus";"Kuusitie";"84100";"Ylivieska";"Finland";"SRID=4326;POINT(24.526361 64.08487)";"Other non-classified";"ETS";7.00;;;;0.00;0.00;0.00;0.00
3053;"Kuusamon energia- ja vesiosuuskunta";"Kylpylä";"Kylpyläntie Kylpylä Add 2";"93600";"Kuusamo";"Finland";"SRID=4326;POINT(29.165798 66.001136)";"Other non-classified";"ETS";;;;;0.00;0.00;0.00;0.00
3054;"Etelä-Savon Energia Oy";"Kyyhlylän lämpökeskus";"Kyyhkyläntie 9 ";"50500";"MIKKELI";"Finland";"SRID=4326;POINT(27.285712 61.634302)";"Other non-classified";"ETS";;;;;0.00;0.00;0.00;0.00
3055;"Lahti Energia Oy";"Nikulan lämpökeskus";"Laakerikatu 7";"15700";"Lahti";"Finland";"SRID=4326;POINT(25.608267 60.949813)";"Other non-classified";"ETS";15.00;;;;0.00;0.00;0.00;0.00
3056;"Lahti Energia Oy";"Laatukatu";"Laatukatu 17 ";"15680";"Lahti";"Finland";"SRID=4326;POINT(25.632729 60.937516)";"Other non-classified";"ETS";;;;;0.00;0.00;0.00;0.00
3057;"Vapo Oy";"Vuokatti (lankkukatu 1) lämpökeskus";"Lankkukatu 1 ";"88610";"Vuokatti";"Finland";"SRID=4326;POINT(28.26966 64.145967)";"Other non-classified";"ETS";75.00;;;;0.00;0.00;0.00;0.00
3058;"Etelä-Savon Energia Oy";"Moisio";"Latokalliontie PL 166";"50101";"Mikkeli";"Finland";"SRID=4326;POINT(27.271387 61.651703)";"Other non-classified";"ETS";1.00;;;;0.00;0.00;0.00;0.00
3059;"Ylivieskan Tiili Oy";"Ylivieskan tehdas";"Lentokentäntie 833";"84880";"Ylivieska";"Finland";"SRID=4326;POINT(24.742066 64.034385)";"Non-metallic mineral products";"ETS";3725.00;;;;0.00;0.00;0.00;0.00
3060;"Oy Turku Energia Åbo Energi Ab";"Lentoaseman lämpökeskus";"Lentorahdintie 31 ";"20360";"Turku";"Finland";"SRID=4326;POINT(22.277181 60.507663)";"Other non-classified";"ETS";5.00;;;;0.00;0.00;0.00;0.00
3061;"Vaasan Sähkö Oy";"Liisanlehdon siirrettävä lämpökeskus";"Liisanlehdontie 2 C ";"65380";"Vaasa";"Finland";"SRID=4326;POINT(21.704288 63.075045)";"Other non-classified";"ETS";68.00;;;;0.00;0.00;0.00;0.00
3062;"Vapo Oy";"Makkosenmäen varalämpökeskus";"Lillintie";"88600";"Sotkamo";"Finland";"SRID=4326;POINT(28.421819 64.138885)";"Other non-classified";"ETS";1.00;;;;0.00;0.00;0.00;0.00
3063;"Loimaan Kaukolämpö Oy";"Aleksis Kiven kadun lämpökeskus";"Linjakatu 2";"32200";"Loimaa";"Finland";"SRID=4326;POINT(23.051393 60.847245)";"Other non-classified";"ETS";9.00;;;;0.00;0.00;0.00;0.00
3064;"Loimaan Kaukolämpö Oy";"Sunin lämpökeskus";"Linjakatu 2 n/a";"n/a";"n/a";"Finland";;"Other non-classified";"ETS";224.00;;;;0.00;0.00;0.00;0.00
3065;"Loimaan Kaukolämpö Oy";"Varaston lämpökeskus";"Linjakatu 2 n/a";"n/a";"n/a";"Finland";;"Other non-classified";"ETS";5.00;;;;0.00;0.00;0.00;0.00
3066;"Elenia Lämpö Oy";"Viialan lämpökeskus SLK6";"Loimalahdentie";"13500";"Hämeenlinna";"Finland";"SRID=4326;POINT(24.398808 60.976505)";"Other non-classified";"ETS";;;;;0.00;0.00;0.00;0.00
3067;"Valkeakosken Energia Oy";"Lotilan lämpökeskus";"Lotilantie 16 ";"37630";"Valkeakoski";"Finland";"SRID=4326;POINT(23.999266 61.278812)";"Other non-classified";"ETS";;;;;0.00;0.00;0.00;0.00
3068;"Nordkalk Oy Ab";"Louhin kalkkitehdas";"Louhi";"57100";"Savonlinna";"Finland";"SRID=4326;POINT(28.879718 61.868993)";"Cement";"ETS";59000.00;;;;0.00;0.00;0.00;0.00
3069;"Kuusamon energia- ja vesiosuuskunta";"Louhen lämpölaitos";"Louhi ";"93600";"Kuusamo";"Finland";;"Other non-classified";"ETS";;;;;0.00;0.00;0.00;0.00
3070;"Tornion Energia Oy";"Lukiokadun lämpökeskus";"Lukiokatu 11";"95400";"Tornio";"Finland";"SRID=4326;POINT(24.150621 65.844299)";"Other non-classified";"ETS";9.00;;;;0.00;0.00;0.00;0.00
3071;"Kuusamon energia- ja vesiosuuskunta";"Toranki";"Luokkitie Toranki Add 2";"93600";"Kuusamo";"Finland";"SRID=4326;POINT(29.15004 65.949781)";"Other non-classified";"ETS";;;;;0.00;0.00;0.00;0.00
3072;"Rovaniemen Energia Oy";"Hillenrintie";"Maakuntakatu 10";"96100";"Rovaniemi";"Finland";"SRID=4326;POINT(25.728694 66.499899)";"Other non-classified";"ETS";;;;;0.00;0.00;0.00;0.00
3073;"Rovaniemen Energia Oy";"Teollisuustie";"Maakuntakatu 10";"96100";"Rovaniemi";"Finland";"SRID=4326;POINT(25.728694 66.499899)";"Other non-classified";"ETS";;;;;0.00;0.00;0.00;0.00
3074;"Rovaniemen Energia Oy";"Toripuistikko";"Maakuntakatu 10";"96100";"Rovaniemi";"Finland";"SRID=4326;POINT(25.728694 66.499899)";"Other non-classified";"ETS";3.00;;;;0.00;0.00;0.00;0.00
3075;"Elenia Lämpö Oy";"Katuman lämpökeskus";"Mansikkapolku 2";"13100";"Hämeenlinna";"Finland";"SRID=4326;POINT(24.510988 60.986163)";"Other non-classified";"ETS";4.00;;;;0.00;0.00;0.00;0.00
3076;"Elenia Lämpö Oy";"Sammalpuiston lämpökeskus";"Marjatie 4";"18400";"Heinola";"Finland";"SRID=4326;POINT(26.039259 61.216512)";"Other non-classified";"ETS";12.00;;;;0.00;0.00;0.00;0.00
3077;"Oy Turku Energia Åbo Energi Ab";"Rauvolan lämpökeskus";"Marsukatu 2";"20760";"Piispanristi";"Finland";"SRID=4326;POINT(22.322175 60.406926)";"Other non-classified";"ETS";366.00;;;;0.00;0.00;0.00;0.00
3078;"Rovaniemen Energia Oy";"Maunun-Matin lämpökeskus";"Maunun-matin varuskunta-alue";"96960";"Rovaniemi";"Finland";"SRID=4326;POINT(25.71921 66.497621)";"Other non-classified";"ETS";;;;;0.00;0.00;0.00;0.00
3079;"Varkauden Aluelämpö Oy";"Metallikadun Lämpökeskus";"Metallikatu 1 ";"78880";"KUVANSI";"Finland";;"Other non-classified";"ETS";7.00;;;;0.00;0.00;0.00;0.00
3080;"Paroc Oy Ab";"Oulun Kivivillatehdas";"Mineraalitie 14 ";"90620";"Oulu";"Finland";;"Non-metallic mineral products";"ETS";13816.00;;;;0.00;0.00;0.00;0.00
3081;"Keramia Oy";"Kemiön tehdas";"Mjösundintie 1101";"25730";"Mjösund";"Finland";"SRID=4326;POINT(22.511187 60.196462)";"Non-metallic mineral products";"ETS";4620.00;;;;0.00;0.00;0.00;0.00
3082;"Kuusamon energia- ja vesiosuuskunta";"Tolpanniemi";"Mustalinnuntie Tolpanniemi Add 2";"93600";"Kuusamo";"Finland";;"Other non-classified";"ETS";2.00;;;;0.00;0.00;0.00;0.00
3083;"Myllykoski Paper Oy";"Myllykosken Paperitehdas";"Myllykoskentie 1";"46800";"Anjalankoski";"Finland";"SRID=4326;POINT(26.790057 60.771724)";"Paper and printing";"ETS";;;;;0.00;0.00;0.00;0.00
3084;"J.M. Huber Finland Oy";"Taavetin tehdas";"Myllytie 11-13";"54500";"Taavetti";"Finland";"SRID=4326;POINT(27.563971 60.911116)";"Glass";"ETS";16110.00;;;;0.00;0.00;0.00;0.00
3085;"Oy Turku Energia Åbo Energi Ab";"Haaralan lämpökeskus";"Myötäinen 2";"20900";"Turku";"Finland";"SRID=4326;POINT(22.224944 60.39344)";"Other non-classified";"ETS";;;;;0.00;0.00;0.00;0.00
3086;"Savon Voima Oyj";"Niilontie";"Niilontie";"76150";"Pieksämäki";"Finland";"SRID=4326;POINT(27.130003 62.295534)";"Other non-classified";"ETS";42.00;;;;0.00;0.00;0.00;0.00
3087;"Vatajankosken Sähkö Oy";"Niinisalon lämpökeskus";"Niinisalon varuskunta";"38701";"Kankaanpää";"Finland";"SRID=4326;POINT(22.396534 61.802715)";"Other non-classified";"ETS";5.00;;;;0.00;0.00;0.00;0.00
3088;"Tampereen Energiantuotanto Oy";"Atalan varalämpökeskus";"Nikinväylä";"33580";"Tampere";"Finland";"SRID=4326;POINT(23.923076 61.503464)";"Other non-classified";"ETS";5.00;;;;0.00;0.00;0.00;0.00
3089;"Fortum Power and Heat Oy";"Noljakan lämpökeskus";"Noljakka, Joensuu";"2201";"Espoo";"Finland";;"Other non-classified";"ETS";897.00;;;;0.00;0.00;0.00;0.00
3090;"Mariehamns Energi Ab";"Österbacka Panncentral";"Norrbölevägen 21 ";"22100";"Mariehamn";"Finland";"SRID=4326;POINT(19.9487 60.127384)";"Other non-classified";"ETS";;;;;0.00;0.00;0.00;0.00
3091;"Rovaniemen Energia Oy";"Norvatien lämpökeskus";"Norvatie";"96910";"Rovaniemi";"Finland";"SRID=4326;POINT(25.71921 66.497621)";"Other non-classified";"ETS";236.00;;;;0.00;0.00;0.00;0.00
3092;"Saint-Gobain Rakennustuotteet Oy";"Saint-Gobain Rakennustuotteet Oy, Gyproc kipsilevy";"Ojangontie 23 ";"2400";"Kirkkonummi";"Finland";"SRID=4326;POINT(24.382403 60.071367)";"Non-metallic mineral products";"ETS";14286.00;;;;0.00;0.00;0.00;0.00
3093;"Tampereen Energiantuotanto Oy";"Ollikan lämpökeskus";"Ollikantie 1";"33960";"Pirkkala";"Finland";"SRID=4326;POINT(23.652732 61.457415)";"Other non-classified";"ETS";1558.00;;;;0.00;0.00;0.00;0.00
3094;"Vapo Oy";"Tenetinkoulun varalämpökeskus";"Opintie 2";"88610";"Vuokatti";"Finland";"SRID=4326;POINT(28.307723 64.146473)";"Other non-classified";"ETS";;;;;0.00;0.00;0.00;0.00
3095;"Sarlin Oy";"Vaasan mikroturbiinilaitos";"Oravanpolku ";"65350";"Vaasa";"Finland";"SRID=4326;POINT(21.660683 63.075586)";"Other non-classified";"ETS";;;;;0.00;0.00;0.00;0.00
3096;"Etelä-Savon Energia Oy";"Oravinmäki";"Oravinkatu 3 PL 166";"50101";"Mikkeli";"Finland";"SRID=4326;POINT(27.303602 61.715887)";"Other non-classified";"ETS";;;;;0.00;0.00;0.00;0.00
3097;"Lahti Energia Oy";"Rautakankareen lämpökeskus";"Otsokatu 2";"15950";"Lahti";"Finland";"SRID=4326;POINT(25.586795 61.01031)";"Other non-classified";"ETS";;;;;0.00;0.00;0.00;0.00
3098;"Lahti Energia Oy";"Kartanonmaan lämpökeskus";"Paakkolankatu";"15340";"Lahti";"Finland";"SRID=4326;POINT(25.779189 61.01458)";"Other non-classified";"ETS";55.00;;;;0.00;0.00;0.00;0.00
3099;"Tampereen Energiantuotanto Oy";"Elovainion lämpökeskus";"Pallotie ";"33470";"Ylöjärvi";"Finland";"SRID=4326;POINT(23.577922 61.556005)";"Other non-classified";"ETS";2345.00;;;;0.00;0.00;0.00;0.00
3100;"Jujo Thermal Oy";"Kauttuan tehdas";"Paperitehtaantie 15";"27500";"Kauttua";"Finland";"SRID=4326;POINT(22.154927 61.109091)";"Paper and printing";"ETS";3244.00;;13494.93;20.61;2.06;0.00;0.00;2.06
3101;"Ahlstrom Tampere Oy";"Ahlstrom Tampere Oy Kauttuan tehdas";"Paperitehtaantie 15 ";"27500";"Kauttua";"Finland";"SRID=4326;POINT(22.154927 61.109091)";"Paper and printing";"ETS";;;;;0.00;0.00;0.00;0.00
