,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
6400904,138806,161622,164941,141622,141231,146055,151409,146141,160509,166984,183666,176526,156954,142147,150684
5200156,37879,37166,35893,40065,37723,41929,44131,41613,38658,43654,45581,41484,29161,26464,24216
7000874,745533,733852,670552,686390,573863,638634,676288,653271,671247,666078,553451,540144,561770,663701,618272
7000873,,,,,,,,,5813,4910,4224,4272,3743,4390,3301
10000648,237824,278452,297471,274910,269531,266297,260591,219367,259284,220911,196202,227764,216047,247640,265774
6400280,617240,721607,770951,576578,519530,542591,529967,472627,387571,388328,442985,436288,439230,368565,350843
7201542,729716,712661,705081,657226,625290,635208,659009,663154,611122,585644,488332,483218,522888,523521,550172
6600453,548132,561803,634808,511012,417925,520274,521688,446494,472356,470539,482760,465535,455794,519121,519059
10003878,401992,435823,446464,431545,349210,414806,403312,378671,346105,358122,295318,286103,313416,371981,362568
7203926,561022,552855,528575,514762,513685,533556,510392,490070,514063,458915,438767,425068,414721,397877,441198
5701701,836814,810131,867558,691595,767783,732173,828918,757824,831604,713774,672028,660464,563062,800599,752948
6102348,182725,182970,194308,168434,167934,172145,161605,154548,132733,131680,117968,100474,89357,95724,106460
6503289,313678,303041,327751,341600,281736,325759,352363,339673,335292,280048,291644,228248,186903,186776,214869
5300463,328004,314915,339795,343102,312089,323532,318092,315238,269039,315047,276939,258265,289177,306204,288814
6206515,28220,28304,28478,28648,27372,30407,29877,30862,28962,27498,27071,29081,30392,28990,29709
6204691,27598,27542,28246,27601,26313,25918,23374,27317,17958,6517,17659,25019,21944,20625,7655
7000508,,,,,,,,,92096,103388,100600,93752,85883,90233,99579
5200086,109622,108824,112241,104439,77590,95494,83114,98766,72418,97522,61614,63573,66058,65487,48251
5600372,,,,,,,,,53985,50614,49064,51752,48190,46838,47088
6700469,,,,,,,,,108324,110920,112260,114764,117028,119425,117559
5200110,23794,22832,22302,21178,18134,19350,18538,18132,18480,18278,17952,17673,18391,18060,18635
6500055,4612,4673,4144,4669,4221,4848,4951,5318,4854,4473,4525,4363,4260,4119,4041
6700653,,,,,,,,,27227,25464,20513,25255,26462,26181,26015
7000492,64650,63803,61456,63219,56504,62854,65002,67000,67847,68288,63177,58910,62197,61548,60502
6700619,28228,27862,25913,27019,26384,28260,24479,26450,26012,17691,16399,16695,16443,15828,18193
6702264,14052,13708,14070,14046,13455,13951,10269,6825,Not Reported,,,,,,
7001494,18668,18537,18862,19381,17216,19068,19021,19381,17283,19160,19102,19297,16496,16030,19483
5800540,19194,22029,15210,14896,7376,4186,4956,0,1312,1316,2337,879,1297,1054,1719
5104966,9358,8409,8250,8547,8426,8554,8273,7889,8563,0,,,,,
5902116,77601,89461,86921,89399,88228,88380,86316,84745,51645,0,,,,,
7000742,16583,11147,12815,15843,11757,16921,15319,14452,14506,12470,13954,13705,15500,16070,15296
5202016,71418,72452,72145,57659,37806,26225,26429,29464,29466,29869,12183,12502,15457,20430,14312
5102078,26325,26944,26814,25972,25820,26632,26372,27221,26148,25743,26095,27540,26981,29600,33676
6700567,71827,68530,66899,62378,56460,59412,60353,56995,57486,53947,52143,50176,51763,51276,49470
5205229,72479,56886,54669,54097,50403,53658,51743,50985,43517,43159,43887,44189,43053,44655,44916
7000918,1300352,1302303,1363971,1405402,1075501,301310,88181,29974,5195,2126,,,,,
6103219,52715,44612,55162,68981,64486,67521,67173,60898,60698,56316,60634,54165,63263,59361,57787
5201807,26544,25353,26429,21860,1020,2028,922,1946,4439,4210,3487,3676,3684,5917,5859
5101524,,,,,,,,,36993,36885,35434,35323,35839,38309,35223
5702721,34868,65739,69776,65113,58061,63810,60222,59708,57019,58811,59360,61196,59617,56655,58396
6201370,577709,577980,589191,570846,472208,433363,488845,501470,478714,486094,497276,513936,520866,517386,520258
7000190,351652,328697,323668,329068,245245,265149,235500,224773,101350,0,Not Reported,,,,
7000785,592967,653046,623977,608511,561024,599952,608753,551130,547791,614082,514558,539264,557124,575954,598057
5900978,296889,324551,308030,326968,261308,275527,281053,275129,292561,269638,272245,275499,285273,266350,282217
5503986,7288,5904,5143,4720,4904,5381,3427,3356,0,0,,,,,
10001145,83635,93247,95511,106152,108084,112063,95550,94695,74719,69664,72121,77387,90003,89622,93559
5800587,36243,35755,35919,44743,44511,45785,44567,45241,45157,42894,43847,42677,35580,36903,34827
6700642,35592,29691,27292,25627,22630,25845,25959,26179,25523,22736,24281,19667,19247,19541,17892
5302589,19963,19657,19928,19861,18937,18984,18365,18187,18999,17626,17677,18839,17812,17387,18255
5800349,2751773,2656774,2463501,2454711,2172091,2115763,2058890,1929135,1987514,1978546,1871195,1909632,1983761,1939395,1955196
6401029,675492,812140,824234,794552,734477,752028,661361,781196,750456,700891,707226,766207,653821,738870,757633
6103189,105188,108344,107064,105781,103321,105432,107569,108988,107052,112095,114230,66574,97397,95439,95923
6700541,97683,98419,99620,65216,91665,97406,97802,97703,102550,106054,107748,105174,104145,103155,106396
5801044,187,134,103,0,0,0,0,0,132,165,199,159,119,75,129
5600465,4255,4249,4451,4908,4981,4639,4280,5293,5485,4997,5203,3942,4194,4669,4240
6103727,,,,,,,,,1282,13158,14125,16245,15633,15679,15794
6105222,,,,,,,,,10197,9110,10353,9261,9816,10623,8998
10001744,30224,30046,24512,28520,25072,27784,27337,27077,27992,27041,28036,30103,24869,27095,22266
7000720,,,,,,,,,214011,229961,232097,231819,203576,232122,201701
6101980,,,,,,,,,150600,143546,142803,174944,166214,172871,153836
6104438,,,,,,,,,168691,176241,173454,220458,227202,224706,167502
6600563,,,,,,,,,157117,193183,180298,213984,219916,217512,178250
6104426,,,,,,,,,115623,126305,110999,141068,144095,142577,108165
6102997,,,,,,,,,151915,155082,141194,152931,157749,166731,162020
6802548,45031,34286,37280,32384,26514,32881,31706,32996,35607,32172,32164,30516,32309,31516,31236
6400874,49282,52617,48685,65892,57952,68444,60978,60991,56022,51390,53901,67636,73046,66178,68350
5200249,,,,,,,,,3380,4684,4293,4285,3897,4355,3981
25200001,,,,,,,,,15700,18871,15141,8665,8035,9224,10272
5201691,62369,56778,60939,55714,56941,54103,55378,54878,60061,61100,53323,36258,17970,20099,19442
5902723,37764,37693,40264,38474,39662,30330,28588,7754,5723,27525,29449,30046,30233,28630,4041
6200673,130078,131348,127558,123409,119941,127280,79952,3085,0,0,,,,,
6400948,1696,1419,1003,968,1007,540,538,809,703,780,486,525,573,232,339
5100143,24530,26957,25885,24216,21783,24114,20206,25608,27284,27075,24250,22034,21181,20979,16252
6700701,296151,308230,315257,274763,193281,255500,270947,229245,267480,232856,207355,221512,278674,283102,244135
5800595,36554,30034,31478,31888,22672,26605,23702,24081,24468,23011,22801,23604,22361,22641,20570
6400723,9797,8776,8948,9168,9343,11116,8776,11353,11021,10196,9489,9156,6972,6021,5766
7002576,23259,21691,25689,0,19431,21365,25416,0,0,0,0,0,0,0,0
10010029,,,,,,,778,21358,20734,20695,21393,21269,21899,21897,20667
6802812,11197,9510,7490,6958,5281,6292,5613,4609,2622,0,Not Reported,,,,
5900787,15973,15534,15340,15167,11227,11305,11735,9633,9429,10269,7010,7442,7627,6664,6986
6803629,7340,6649,5911,4078,3781,3779,3889,3314,3043,3121,2696,2955,2969,2799,3175
6803836,26455,24886,23401,19668,16679,16698,16414,11566,11164,10983,13260,14281,13819,11515,11638
5700795,20623,20403,21476,22868,16635,19677,17216,16765,18383,17323,18005,16410,17308,16887,18789
7001209,6856,7080,7095,6299,4340,4791,5289,5279,4895,5332,6001,5723,5772,6011,5847
6103699,27777,24079,25202,24603,18170,17344,17254,16070,15788,15232,13302,13265,12043,11749,12841
7002969,10108,11097,11212,10601,8138,10706,10844,9038,9911,11365,11420,10153,12798,11845,13722
5201831,40610,38385,38502,32703,28232,27887,26704,23241,21508,23355,22272,22049,20922,19888,21469
6103735,29924,33807,35583,35664,31358,32185,34781,32756,31964,32418,32786,29320,28941,29501,29947
6103381,46685,48723,51479,52152,32163,42762,48058,47466,38406,48145,37306,31364,35980,41820,40456
5401151,69875,75924,82978,81694,52451,60692,66751,62810,58000,61642,62784,54376,58078,71787,66819
10000577,10737,11331,12554,11524,11570,13001,14280,11929,13744,13991,14214,15072,12578,14133,14185
6000385,45573,46798,43367,44952,43116,43352,41736,45259,62532,55950,53367,59527,57090,61042,58607
05902685A,,,,,,,,,9345,9630,10881,11528,13090,12201,13530
05902685C,,,,,,,,,266,2552,491,692,1689,1116,1115
05902685B,,,,,,,,,49198,60441,54316,51100,58670,55762,57967
6503170,44940,46799,46693,46240,38305,35843,40282,49396,41617,44580,43122,38803,39094,43558,38987
5103204,37532,34974,36132,38956,37769,38819,39081,39439,36258,36326,31634,28988,30836,32040,35129
6400825,131465,97624,71338,50084,42801,39482,30459,14306,12414,12249,12897,13648,14261,12594,12084
6400982,,,,,,,,,91392,107917,109334,0,,,
6400942,,,,,,,,,54370,64199,57764,57478,61143,66346,68677
6103724,,,,,,,,,82,54,86,59,82,78,80
6500049,18050,17036,18606,18101,13187,19242,22148,21819,19718,22787,24290,20737,25078,34323,34060
6102436,,,,,,,,,7516,8699,8478,7717,8849,9355,9239
7000962,,,,,,,,,148894,149393,163093,140906,168283,158020,165036
6401040,,,,,,,,,143414,144599,121324,176843,168555,194646,153090
5800585,11385,12074,11211,11593,11385,11585,11958,12699,12476,12161,11951,11577,11957,11821,11883
6200720,39932,37121,40971,42301,38177,39690,39064,41640,41934,41990,43108,39078,39260,39035,35496
6806581,,,,,,16786,26582,31037,27992,28764,33753,31970,32043,32728,31751
6103134,,,,,,,,,27363,23039,22136,19459,22594,22317,22709
5901226,12480,11641,12390,11448,7428,6260,5782,5594,4497,4254,4496,4353,4188,2973,3210
5100757,100201,96516,101157,90551,66243,66995,62675,67872,66157,64142,65044,64590,62514,56183,23623
7000851,58752,71058,52777,82188,89127,76086,89616,90197,77536,77386,74881,71991,75048,77208,70072
6700648,9520,10420,8558,6863,6445,7721,6468,5814,5325,4370,5063,4722,4866,5087,4670
6301343,303448,299399,272760,281967,240141,211194,239029,240655,298148,282284,219933,190243,188703,228383,221978
10000504,174462,179243,181360,185113,166204,150109,141448,142568,186457,180547,110581,102028,100213,59863,45835
5202289,69371,73293,72105,63637,64019,59536,61491,68803,92292,74471,43183,40123,42738,44186,45244
5200214,60359,51251,49834,40492,44495,42122,43615,43243,44771,42549,41860,41112,44000,42317,44723
6702200,,,,,,,,,129616,136313,133172,147029,151051,133316,138411
6202307,22019,22244,24546,24377,18907,22515,23859,23843,21823,21300,20427,19182,21677,21516,22434
7201529,683470,666049,662536,626534,518899,569446,588738,553381,510689,449262,409726,365271,,,
5800433,741623,759968,818672,713219,680837,541359,558395,606734,571495,511174,464712,303059,,,
6400259,275270,286007,289519,283252,216460,215371,204427,186974,165619,147235,147824,211237,232822,207790,189960
6102350,54461,56886,56252,51517,44268,44379,46261,45151,42710,38310,43671,52001,49410,49353,49619
6401567,438951,446279,431631,454457,381079,385199,341561,327681,288490,291478,261145,237017,331270,402709,444464
6802598,537656,561591,577184,570905,476273,460766,464869,342841,351795,320194,304603,381030,429123,456178,461005
6600262,540054,583759,612839,543119,447177,482008,446862,390495,382943,365324,406901,456845,480221,466872,498839
6103586,286058,311916,299944,297782,260162,265496,292056,274881,248043,263863,241170,275300,256584,263047,257692
6102435,647430,660526,650862,639664,523890,504079,542736,479270,472515,428211,410057,495336,570273,567284,552522
6300908,993773,1018683,983112,1037488,744525,873715,886195,875671,885756,846335,869787,867659,853181,843896,871483
7000861,16459,17043,14628,13088,12404,14907,15424,14794,14861,15262,,,,,
5701542,,,,,,,,,6500,6874,10843,10437,11018,10466,13286
5401224,15505,14808,13687,12921,10225,10186,9153,8714,9954,10258,11127,11430,3256,,
7000637,,,,,,,,,,,,,,8322,8616
6110073,,,,,,,,,8930,9093,8572,8919,8636,9201,8927
6200031,14633,14323,15911,14795,13185,12356,12414,13187,13115,11807,13928,13680,12127,12016,11526
6700361,,,,,,,,,21533,20919,21016,25730,28322,26852,27791
28300059,,,,,,67,200,304,193,149,53,0,0,0,310
7000489,24727,21846,22998,23402,23406,24119,22663,23004,19247,24257,565,1847,273,150,146
6301299,14656,15631,14803,15737,15364,14942,14757,15331,14402,13943,13789,14514,15461,14712,13809
6202274,34716,40833,27680,23414,13993,14475,13679,12179,31408,31451,24824,33404,37276,37532,27939
10400104,,,,,,,,,3435,3919,3969,4191,5762,4728,6947
10300065,,,,,,,,,17105,17072,15170,16745,17279,15706,17304
5801578,8986,10169,7869,9154,9549,11613,12127,12458,10448,12556,14131,14017,11630,11400,12943
6102364,43971,44936,44917,44626,43056,42454,39538,41186,39298,31087,31406,33919,32397,33405,33177
7001335,47396,48077,50460,48474,49632,46937,45916,43136,36641,34782,37828,36781,34663,35959,36236
6600893,53490,57509,51754,46008,38054,42270,40046,39246,40324,39681,40869,34910,38495,37204,38860
6202256,121651,122325,120621,117533,83173,61366,61520,62306,60273,61143,61972,61012,60790,65613,64490
16300107,149435,162486,154273,119618,102943,118619,133204,107348,69607,84305,84932,85601,80091,86403,87852
5701475,108446,103267,94088,81017,73106,89023,91824,64789,73534,79772,79962,81155,79896,80143,69002
5201375,108975,102054,103578,96788,77055,78698,85784,64678,72586,85205,77542,78408,79958,84234,87515
6103523,82670,84664,86075,82587,74879,85252,83301,81411,73445,75796,75189,80291,78513,80017,80341
6104364,26781,29339,23846,22175,13722,40517,21311,33996,40974,42542,42523,42758,42776,38474,36061
6600812,77281,74131,61837,44418,44751,40624,38737,32958,36357,33197,33552,33064,34789,43372,44662
5801521,5218,5716,6326,4253,3726,4344,4090,2794,4299,3765,2628,2513,0,,
6400956,,,,,,,,,21248,22919,22608,28548,22729,42151,29136
6600562,38068,37520,37638,38222,34580,38935,38163,37615,35609,33866,35599,36261,37390,37002,36660
5301826,3571,3877,4111,4101,3704,3630,3409,3453,3372,3397,3375,3347,3643,3800,3411
5200391,32918,34285,35439,31632,32246,32151,29625,30811,31318,30986,28698,32048,31345,31623,31154
5900400,9062,9591,9663,9608,9622,9811,9914,8863,9070,9105,9127,9301,9146,9001,8992
6202418,19023,14675,13307,12916,14627,15972,13851,11339,9972,10287,2571,,,,
5100293,21297,17923,17336,16501,9432,9075,9553,9141,2917,659,1226,2454,1500,2603,1070
6202417,20956,17386,17168,17214,14599,16147,15538,15788,15494,12896,11821,13160,11987,4131,5952
6700403,9901,10598,10674,10390,9734,10904,11288,11618,12463,12178,9093,14166,14423,14502,10532
7201656,28247,28559,28548,28110,27788,27658,23453,24770,25974,25188,25857,25149,25807,23571,22784
5900162,4778,5241,4704,5271,5170,5694,5828,5836,5592,3906,4607,6196,6191,7156,6759
6400488,5364,5039,4805,4480,4117,4061,4124,3185,818,0,,,,,
6802185,22249,20628,19878,19431,17545,18371,19394,18957,18358,16346,15300,14781,13868,15469,15306
6206235,991,919,1143,1292,949,892,843,866,17095,837,885,930,933,985,1016
6104664,0,0,0,0,0,0,0,0,751,779,964,890,1112,1536,1433
6700472,11956,14188,14808,15372,14677,13861,14500,14724,14687,14567,9245,4237,3557,3948,3921
10000663,41494,41061,47260,44147,43890,46199,45797,45208,60677,59268,58781,52579,44147,7916,3947
6600541,,,,,,,,,15055,15847,17007,16609,15726,15316,13484
5501218,41481,37144,26964,11198,11172,8912,7754,8052,7765,6344,6081,7269,6542,8007,7264
5600041,,,,,,,,,41069,36296,43846,45792,49370,40056,37586
7201450,,,,,,,,,24633,25830,22981,24785,26978,25131,27332
6104367,,,,,,,,,40061,31345,30937,32048,33394,33251,32898
6505584,,,,,,,,,23755,20688,18222,19262,18167,16663,15113
7402241,,,,,,,,,92002,87232,83135,86322,85890,85803,85661
7000766,,,,,,,,,2151,1846,1946,1882,1768,1818,2861
5200010,,,,,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,
6202229,76186,79305,79991,72119,65248,70303,66355,60965,75357,76681,81670,78619,77558,76381,74343
6000346,12104,11515,11831,11495,10624,13211,12695,12536,12113,10873,10752,10603,10720,11463,10684
6303984,59326,61580,61608,58300,56343,44201,33930,40668,41479,33778,27366,32824,26326,28485,43586
5800416,60184,72349,78196,66129,54551,71573,73764,63656,57746,64508,59117,53383,62088,59055,52970
22200062,2988,2785,3561,3349,2682,2493,2152,2008,1725,1513,1414,1334,1459,1133,
5202000,37871,38702,58974,40018,15706,12206,10382,12131,12455,11139,15555,20055,12577,15272,18520
7000490,78582,74636,76415,69708,53750,48037,40390,43162,44140,42755,41142,38576,36406,34273,36276
6104447,21945,18678,10902,12650,9827,14435,8973,6712,8820,10899,9767,11838,11708,12295,9446
7000750,,,,,,,,,56320,64892,55567,60689,68475,70535,71760
5800410,22514,21976,16199,12793,11773,14801,11924,13141,16547,15318,16656,18696,17417,18501,16251
6301207,1308344,1451269,1383272,1491273,1308401,1253236,1219186,1294478,1032837,1245269,1098353,1139564,1282703,1222274,1026412
6103973,1266292,1373063,1180679,1342686,1227025,1171300,1189947,1162279,1062832,1091918,1128116,1111451,1100036,1124040,1012709
6501169,773041,806027,865693,751423,885301,804009,734886,805975,788916,660487,760037,728015,666798,647880,541430
6402211,1454368,1385072,1402521,1253418,1341850,1176656,1305828,1103874,1254001,1332310,1263774,1221609,1402726,1207945,1382153
5800297,2991868,3519128,3787881,3940295,3904402,3406204,3505785,2464479,2854905,2783100,2692023,2533836,3009090,2778856,2373732
6401056,1493600,1171760,1432325,1225540,1363346,1208919,1263995,1196813,1195188,949703,1025358,1276707,55527,24444,216988
6108774,,,,,,,,,79696,99090,109052,61382,56438,51918,41760
5600419,,,,,,,,,104272,100417,104270,98734,111773,116231,116518
6102585,0,0,0,0,0,0,0,145321,114532,122838,139676,151362,132449,118504,135955
6305094,,,,,5288,8975,12032,16980,18954,16583,20807,18954,17822,20176,21615
6400402,39000,43031,45344,45778,42174,41995,44863,37157,41669,42518,37173,41834,41624,40465,39933
6200539,934411,1056635,1061915,1084009,884101,878854,713296,510997,584711,723568,617511,407032,393965,414052,413399
6501936,92466,102772,103558,103647,87912,84048,85000,90383,92436,94774,92166,84251,82470,90859,68945
6200499,137670,132640,135689,141417,99840,94115,93248,95340,100438,92691,96744,98011,94575,108520,113244
22200044,157029,169512,151214,168593,169369,183666,151708,187091,125733,152145,162840,148378,133416,116262,118852
6200838,7724,7723,5103,4994,5101,5724,4659,6338,8579,7614,6593,6897,6619,5723,5362
5600023,27790,26816,24264,23405,11917,18447,13849,12435,12436,8585,8592,7668,18332,19628,19589
5101176,68049,66543,66641,67761,44140,58955,50618,64667,66144,61968,53561,55800,58024,50678,50027
10001457,28557,25782,26429,22469,21393,24569,25728,25269,21197,14110,6269,,,,
5202270,20848,23819,21432,21284,20099,18475,22177,25243,32778,25678,22010,20686,18804,17683,17170
5108014,,,,,,,,,,,,,9950,9400,8658
7402253,80403,72359,73712,72678,67323,71382,63087,54901,50611,51006,52169,54673,52468,54969,56633
7001030,19210,19453,19140,19296,17135,17230,17066,16789,16187,14223,15411,17123,18431,18874,19028
6400445,29305,29401,32590,30910,31149,31943,30188,20898,20844,20963,20347,21201,21142,20181,19712
5701178,17914,18636,18471,17187,16377,17360,17573,16287,16318,16792,18047,17836,16695,15537,15531
6000314,38667,39868,39458,33390,33494,43604,44551,39232,51148,61175,65598,59677,48324,55433,43856
05906226B,,,,,,,,,1727,1405,681,967,1356,1417,1971
05906226A,,,,,,,,,2207,108,2516,2665,2920,2759,2607
05906226C,,,,,,,,,0,0,0,0,0,0,0
05906226D,,,,,,,,,4,4,3,3,4,8,1
5200420,58961,53447,42632,42816,38405,43417,28905,25923,29895,28443,30069,31600,29334,30642,32257
6203291,,,,,,,,,43551,42824,41408,44353,48398,51928,50367
6205449,403984,410984,390118,372215,274224,368935,356228,312597,268852,283462,284344,282550,235987,294154,348455
6804076,33428,41891,37040,34878,28953,25547,26968,27087,28997,34047,28092,24345,22788,22847,22622
6200203,47395,47458,48120,46066,42746,42974,42608,45027,44657,38342,31584,29994,29844,30178,30087
6103394,11358,11464,12017,11201,11189,11045,11504,12017,12059,12134,11565,11443,11382,11562,10828
7000588,275454,249505,221984,256164,294017,244997,229810,242212,598321,667364,393159,50537,,,
5401415,6572,6652,6415,6191,5993,6132,6080,5961,5983,5844,5585,6092,6229,6492,6298
6601361,20380,22220,21218,20324,19053,18901,15296,17543,17540,2481,1745,1557,1145,2683,1809
7002425,55241,47281,47888,46704,41972,47510,46127,42018,40088,41252,23893,15653,15956,16181,16588
7000940,375769,259462,198065,54617,48986,57216,55366,52211,43766,6136,2289,215,,,
5101610,91955,90985,91799,99459,87123,89781,85945,87122,86908,89051,86763,89986,85778,87191,85589
5701253,,,,,,,,,27114,25811,23842,21850,25297,22136,20199
6200199,,,,,,,,,32780,34659,34025,35261,30391,32121,33226
6303646,18794,30804,29587,27740,18783,18196,31658,26735,22223,20450,17818,22222,23767,22034,24279
6302382,8366,7666,7239,10041,12550,15468,23766,29247,24344,23279,21092,19301,22393,20544,23288
6802298,225,246,396,1369,318,868,242,291,176,118,242,147,97,114,248
7001833,,,,,,,,,48161,51711,49128,54185,54590,55271,55564
5100635,,,,,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,
